시장명,최종주소,X,Y,store_num,Bus_st_num,Ur_rail_nu,Bus_te_num,spot_num_3,univ_num_1,ur_park_num,Cul_hall_n,Mart_num_1,parking_num,parking_car_num,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt,매출액
옥포국제시장,경상남도 거제시 옥포대첩로3길 8,128.6892245,34.893973,56,79,0,0,2,0,2,0,1,7,242,61,245956,10,731,336,40.7127585
경민인터빌상가,경상남도 창원시 마산회원구 양덕북12길 113,128.5838236,35.2318429,80,77,0,2,0,0,0,1,1,3,117,57,191730,15,1051,182,40.70817806
양덕중앙시장,경상남도 창원시 마산회원구 양덕북2길 23,128.5850042,35.2325403,83,82,0,2,0,0,0,1,1,3,117,18,191730,15,1051,182,40.70817806
중부시장,서울특별시중구을지로36길35(오장동),127.001837,37.5650388,510,96,12,0,0,1,1,2,0,3,525,481,125505,62,21039,6,40.66417356
학익시장,인천광역시 미추홀구 학익동 270-3,126.6650011,37.4431361,51,100,0,0,3,2,0,1,1,13,290,55,402392,20,2973,135,40.65473516
덕이동패션1번지,경기도 고양시 일산서구 덕이동 384-1,126.7558688,37.6929168,64,119,1,0,0,0,0,0,0,0,0,59,302981,2,147,2061,40.64335141
마산역번개시장,경상남도 창원시 마산회원구 석전동17길 43,128.5782874,35.2366019,79,68,0,2,0,0,0,1,1,2,144,109,191730,15,1051,182,40.63449625
달서시장,대구광역시 달서구 당산로 35,128.544204,35.8403887,215,126,0,2,0,1,0,2,1,5,185,212,560354,70,5484,102,40.63114938
개봉중앙시장,서울특별시 구로구 개봉로 17길 34,126.8539297,37.4917481,19,102,2,0,0,1,0,2,0,3,45,20,405194,13,1096,370,40.62335713
사기막골도자기시장,경기도 이천시 경충대로2993번길 24(사음동),127.4119422,37.2948291,54,18,0,0,0,0,0,0,0,0,0,54,219525,3,238,922,40.61731637
장호원전통시장,경기도 이천시 장호원읍 장감로77번길 14,127.6312556,37.118086,69,54,0,0,0,0,0,0,0,0,0,74,219525,3,238,922,40.61731637
도평시장,경상북도 청송군 현동면 도평2길 21,129.0170907,36.2901275,26,0,0,0,0,0,0,0,0,1,47,0,25077,8,173,145,40.58140653
종로신진시장,서울특별시종로구종로36길15(종로5가),127.0040205,37.5702202,55,93,8,0,1,1,0,2,0,3,94,115,149549,36,20299,7,40.56083222
한일상가,서울특별시종로구청계천로229(종로5가),127.0030254,37.5701397,260,91,8,0,1,1,0,2,0,3,94,325,149549,36,20299,7,40.56083222
화원시장,대구광역시 달성군 화원읍 천내리 892-1,128.4993149,35.8011414,31,99,2,0,0,0,0,0,0,3,69,33,258945,10,413,627,40.54792026
익산남부시장,전라북도 익산시 평동로11길 12,126.9533647,35.9318872,45,48,0,2,0,0,0,1,1,2,132,55,282582,23,1879,150,40.54721775
르네시떼시장,부산광역시 사상구 광장로7,128.9777082,35.1642761,2620,24,6,2,0,0,0,0,1,1,33,2620,213178,33,11709,18,40.53758153
복이있는덕포시장,부산광역시 사상구 사상로293번길12,128.9822603,35.1713062,190,30,4,2,0,0,0,0,1,1,31,193,213178,33,11709,18,40.53758153
사상시장,부산광역시 사상구 사상로250번길58(괘법동),128.9855193,35.1666466,205,32,8,2,0,0,0,0,1,1,31,218,213178,33,11709,18,40.53758153
논공중앙시장,대구광역시 달성군 논공읍 용호로2길 12,128.4465746,35.7283223,60,54,0,0,0,0,0,0,0,4,229,50,258945,10,413,627,40.4996064
진보시장,경상북도 청송군 진보면 진안남2길 9-1,129.0464307,36.5283604,110,0,0,0,0,0,0,0,0,4,286,78,25077,8,173,145,40.4972801
수암상가시장,울산광역시 남구 수암로 128번길 12,129.3207647,35.5269713,86,101,0,2,0,0,0,1,1,0,0,86,320716,18,2370,135,40.48932819
수암종합시장,울산광역시 남구 수암로 128-2(야음동),129.320839,35.5274662,57,100,0,2,0,0,0,1,1,0,0,52,320716,18,2370,135,40.48932819
울산번개시장,울산광역시 남구 신선로184번길 46-1(야음동),129.3367725,35.5202515,123,66,0,2,0,0,0,1,1,2,201,106,320716,18,2370,135,40.45309753
모슬포중앙시장,제주특별자치도 서귀포시 대정읍 하모리 824-2,126.2545459,33.2220473,81,44,0,0,0,0,0,0,0,7,86,54,181929,8,1259,145,40.42073158
부천자유시장,경기도 부천시 자유로 33,126.7798979,37.4839696,228,187,1,1,0,2,0,2,0,3,276,312,819990,19,1910,429,40.41840683
영해종합시장,부산광역시 사상구 학감대로 109-10,128.987961,35.1407116,39,12,0,1,1,0,0,0,0,1,214,33,213178,33,11709,18,40.40149929
청호시장,전라남도 목포시 석현로 28,126.4241472,34.8158024,166,74,0,2,0,0,0,2,1,1,59,180,224973,14,2106,107,40.39572535
보성시장,제주특별자치도 제주시 동광로 1길 32,126.5278877,33.503244,62,63,0,0,0,0,0,1,0,1,20,0,492072,20,62,7937,40.32163007
산본시장,경기도 군포시 산본천로 181,126.9381258,37.3696763,203,161,1,0,3,0,1,3,1,6,281,203,274309,3,463,592,40.31406264
신산시장,제주특별자치도 제주시 고마로17길 11,126.5420035,33.5060165,56,68,0,0,0,0,1,1,0,0,0,0,492072,20,56,8787,40.30994499
덕산면전통시장,충청북도 제천시 덕산면 약초로 3길 24,128.167871,36.908643,54,17,0,0,1,1,0,0,0,0,0,51,133115,16,2552,52,40.26780812
부산산업용품상협동조합,부산광역시 사상구 괘감로 37,128.9795093,35.1597726,1006,29,6,2,0,0,0,0,1,2,139,1006,213178,33,11709,18,40.24328788
미래그린시장,"경기도 성남시 분당구 불정로386번길 10(서현동, 효자촌미래타운아파트)",127.1379508,37.3732118,118,100,0,0,0,0,1,0,0,1,202,60,482614,15,1322,365,40.24294632
세종전통시장,세종특별자치시 조치원읍 조치원8길 42,127.3006292,36.5997346,326,90,0,0,0,0,0,1,0,0,0,277,353430,4,477,741,40.23851499
감전시장,부산광역시 사상구 새벽로168번길 21-6,128.9846024,35.1561438,150,33,6,2,0,0,0,0,1,1,111,167,213178,33,11709,18,40.20582756
감전제일상가시장,부산광역시 사상구 감전동 121-12,128.9844255,35.1560371,57,32,6,2,0,0,0,0,1,1,111,57,213178,33,11709,18,40.20582756
지산목련시장(지산종합시장),대구광역시 수성구 용학로42길 9(지산동),128.6320743,35.8209588,158,82,2,0,0,0,2,1,0,0,0,33,424947,19,946,449,40.17333785
원미부흥시장,경기도 부천시 원미동 118-18,126.7899638,37.4922095,60,179,0,1,0,0,0,1,0,3,201,63,819990,19,1910,429,40.1318502
(주)야음시장,울산광역시 남구 야음동 815-22,129.3312246,35.5240983,90,82,0,2,0,0,0,1,1,1,103,85,320716,18,2370,135,40.11403454
야음상가시장,울산광역시 남구 수암로 244-6,129.331867,35.5236136,108,80,0,2,0,0,0,1,1,1,103,130,320716,18,2370,135,40.11403454
항동시장,전라남도 목포시 수강로12번길 2,126.3856234,34.7859848,125,85,0,0,0,0,2,0,0,5,384,105,224973,14,2106,107,40.11141577
죽산시장,경기도 안성시 죽산면 중서길 8-9,127.423376,37.0759673,110,34,0,0,0,0,1,0,0,1,100,76,186853,4,417,448,40.0828479
하양공설시장,경상북도 경산시 하양읍 대학로 1543,128.8192781,35.9156282,109,73,0,0,0,0,0,0,0,6,370,109,262988,10,1377,191,40.08071147
관악신사시장,서울특별시 관악구 관천로19길 89,126.9170781,37.4867844,100,83,1,0,0,0,0,2,0,0,0,100,496059,29,1559,318,40.07921289
고리울동굴시장,경기도 부천시 고리울로64번길 27,126.8227042,37.5258425,62,105,0,0,0,0,0,0,0,0,0,71,819990,19,1910,429,40.05086691
남양주장현 전통시장,경기도 남양주시 진접읍 장현로 88번길 5-15,127.1827749,37.718363,175,90,0,0,0,0,0,0,0,0,0,100,712900,2,127,5613,40.05086691
진영전통시장,경상남도 김해시 진영읍 진영리 235-16,128.7306252,35.3021842,76,75,0,0,0,0,0,0,0,1,22,71,542350,12,1232,440,40.05086691
한림매일시장,제주특별자치도 제주시 한림읍 한림로 681,126.2647962,33.4156897,64,35,0,0,0,0,0,0,0,0,0,0,492072,20,64,7689,40.05086691
장승백이전통시장,인천광역시 남동구 인주대로888번길 35,126.7353122,37.4465675,116,96,2,0,0,0,2,0,0,1,16,113,526337,8,1284,410,40.03918183
신매시장,대구광역시 수성구 신매로16길 24-4(신매동),128.7097088,35.83729,178,95,2,1,0,0,0,0,0,4,190,178,424947,19,946,449,40.01079756
전의왕의물시장,세종특별자치시 전의면 장터길33,127.2058091,36.6777424,77,80,0,0,0,0,0,0,0,0,0,72,353430,4,477,741,39.94997405
무등시장,광주광역시 남구 군분로27,126.8944878,35.1361628,65,70,0,1,0,0,3,2,0,0,0,62,214752,4,250,859,39.92747865
광탄시장,경기도 파주시 광탄면 신산리 222-7,126.8483466,37.7814876,120,82,0,0,0,0,0,0,0,0,0,169,464453,7,818,568,39.91425977
광천전통시장,충청남도 홍성군 광천읍 광천로 285,126.6252552,36.4998134,178,0,0,0,0,0,0,0,0,4,287,177,99890,9,1020,98,39.90346679
구매탄시장,경기도 수원시 영통구 매여울로53번길 50-1(매탄동),127.0419274,37.2726066,118,90,0,0,0,0,0,2,0,0,0,194,274148,4,636,431,39.89845868
일반성상가(일반성시장),경상남도 진주시 일반성면 창촌리 92,128.2822057,35.1711558,46,25,0,0,1,0,0,0,0,0,0,64,347795,18,3724,93,39.88543047
신월중앙시장,서울특별시 강서구 강서로 5나길 109,126.8421855,37.5280444,30,70,2,0,0,0,0,1,0,3,203,30,581909,15,1368,425,39.88089709
영선신시장,대구광역시 남구 중앙대로48길 36,128.5929321,35.852317,128,103,4,0,1,2,0,3,0,3,89,121,146658,47,4097,36,39.83701921
무안전통시장,전라남도 무안군 무안읍 승달로 11,126.4726165,34.9931964,63,42,0,0,0,0,0,1,0,0,0,18,104868,6,421,249,39.75438738
성환이화시장,충청남도 천안시 서북구 성환읍 성환중앙로 50,127.1309122,36.9181089,153,71,1,0,0,0,0,1,0,3,229,165,400708,4,463,865,39.75317884
군산수산물종합센터,전라북도 군산시 내항2길 216,126.704503,35.9937003,150,27,0,1,0,0,0,0,0,5,361,152,267911,14,1567,171,39.72946204
청계상가,서울특별시 중구 청계천로 160,126.9953341,37.5679841,354,94,10,0,1,0,0,3,0,3,226,0,125505,62,21039,6,39.72397903
신사상가,서울특별시 강남구 압구정로29길 72-1,127.0283876,37.5322551,56,24,1,0,0,0,0,1,0,1,140,80,539838,10,950,568,39.70869428
장성중앙시장,강원도 태백시 장성1길 190,129.0096547,37.1005735,51,30,0,0,0,0,0,0,0,0,0,51,42800,2,198,216,39.6354569
지리산함양시장,경상남도 함양군 함양읍 용평 중앙길 20,127.7035661,35.4999648,159,0,0,0,0,0,0,0,0,0,0,128,39076,5,203,192,39.6354569
황지자유시장,강원도 태백시 통동 75-32,129.041326,37.1730724,146,9,0,0,0,0,0,0,0,0,0,147,42800,2,198,216,39.6354569
강릉동부시장,강원도 강릉시 수문길19번옆길 12-1,128.9020026,37.75584,227,67,0,1,0,0,0,2,0,3,400,193,213189,7,898,237,39.6330756
마천시장,"서울특별시송파구마천로45길 23, 113호",127.1504732,37.4980733,65,58,2,0,0,0,0,0,0,2,187,173,668498,12,1488,449,39.61291711
오정시장,경기도 부천시 부천로 470번길 50,126.7857079,37.5259724,68,142,0,0,0,0,0,0,0,2,201,73,819990,19,1910,429,39.61291711
백운시장,서울특별시 도봉구 삼양로154길 30,127.0148956,37.655495,59,78,0,0,0,1,0,2,0,1,82,57,326082,11,767,425,39.5933472
초계시장,경상남도 창원시 회원구 3·15대로 747의1,128.6817216,35.2279599,35,70,0,0,2,0,0,1,1,7,73,76,44088,6,461,96,39.56550828
서문시장,충청북도 청주시 상당구 남사로 89번길 61,127.4853729,36.6351107,106,121,0,2,0,0,0,2,1,0,0,73,189727,8,3576,53,39.54343713
육거리종합시장,충청북도 청주시 상당구 청남로2197번길 42,127.488384,36.6278689,890,114,0,2,0,1,0,2,1,0,0,1202,189727,8,3576,53,39.54343713
고척골목시장상점가,서울특별시 구로구 고척동 51-10,126.8627433,37.5033756,51,90,2,0,0,1,0,4,0,1,88,41,405194,13,1096,370,39.51028377
목행시장,충청북도 충주시 목행동 607-3,127.9176757,37.0128988,104,33,0,0,1,0,0,0,0,0,0,99,210313,21,3285,64,39.50339744
철뚝시장,부산광역시 부산진구 자유평화로3번길 14-15,129.0615031,35.142226,65,13,6,0,3,0,0,1,1,8,168,490,359375,52,10181,35,39.49606012
진교공설시장,경상남도 하동군 진교면 선창길 24,127.904176,35.0269806,74,0,0,0,0,0,0,0,0,0,0,62,44911,21,1212,37,39.49333859
고려쇼핑센터,부산광역시 사상구 괘법동 535-11,128.9841765,35.1636108,151,34,6,2,0,0,1,0,1,2,64,260,213178,33,11709,18,39.46741056
수산시장,경상남도 밀양시 하남읍 시서상가길 5,128.708779,35.3742271,65,8,0,0,0,0,0,0,0,0,0,58,104868,6,421,249,39.46584644
통진시장,경기도 김포시 통진읍 서암로84번길 29,126.5996678,37.6912733,120,86,0,0,0,0,0,0,0,1,228,77,469340,4,354,1326,39.44269886
도남시장,제주특별자치도 제주시 신성로7길 13,126.5284054,33.496813,104,62,0,0,0,0,0,2,0,3,36,0,492072,20,104,4731,39.43983319
매화시장,경상북도 울진군 매화면 매화2길 33,129.3805517,36.9103283,24,0,0,0,0,0,0,0,0,0,0,0,48743,14,666,73,39.41300149
청담삼익시장,서울특별시 강남구 학동로 101길 26,127.0576516,37.521968,188,52,2,0,0,0,0,2,0,0,0,175,539838,10,950,568,39.40133319
신녕공설시장,경상북도 영천시 신녕면 본관시장길3,128.7875939,36.0421469,54,47,0,0,0,0,0,0,0,2,72,41,101904,6,513,199,39.40116463
신철원시장,강원도 철원군 갈말읍 삼부연로18번길 16-2,127.3100264,38.1447282,74,18,0,0,0,0,0,0,0,4,281,51,44706,4,313,143,39.39484485
대림시장,서울특별시 은평구 응암로4길 20,126.9178321,37.586473,66,129,2,0,0,2,1,2,0,0,0,78,480617,16,1150,418,39.37571954
평창대화시장,강원도 평창군 대화면 대화3길 46,128.4549222,37.5005492,58,14,0,0,0,0,0,0,0,6,129,72,41665,4,302,138,39.37265276
개봉프라자,서울특별시 구로구 고척로40길 19,126.8511719,37.5019931,99,115,0,0,0,1,0,2,0,2,141,50,405194,13,1096,370,39.36457597
고척근린시장,서울특별시 구로구 고척로 40길 19,126.8511719,37.5019931,71,115,0,0,0,1,0,2,0,2,141,67,405194,13,1096,370,39.36457597
흥부시장,경상북도 울진군 북면 장터길 104,129.3752793,37.1037357,24,0,0,0,0,0,0,0,0,3,87,27,48743,14,666,73,39.36209745
화서시장,경기도 수원시 팔달구 동말로 72(화서동),127.0020696,37.2785308,202,80,0,3,0,0,0,1,1,0,0,200,174709,13,2049,85,39.33440789
오천삼광시장,경상북도 포항시 남구 오천읍 정몽주로679번길 3,129.4123878,35.9781776,58,33,0,0,0,0,0,0,0,6,69,61,230573,13,828,278,39.29107583
신반시장,경상남도 의령군 부림면 신번로7길 6-1,128.3245671,35.4676228,60,0,0,0,0,0,0,0,0,1,20,55,26818,2,157,171,39.28287032
삼승원남시장(원남재래시장),충청북도 보은군 삼승면 삼승탄부로 12,127.7329612,36.3967901,58,36,0,0,0,0,0,0,0,2,46,25,32456,10,352,92,39.26646528
문경중앙시장,경상북도 문경시 흥덕동 794-1,128.2041995,36.6011971,139,20,0,0,0,0,1,1,0,5,207,141,71213,11,775,92,39.26422638
점촌전통시장 (구 신흥시장),경상북도 문경시 신흥시장길 19,128.2041995,36.6011971,107,20,0,0,0,0,1,1,0,5,207,110,71213,11,775,92,39.26422638
과역전통시장,전라남도 고흥군 과역면 시장안길 15,127.3622549,34.6794504,35,10,0,0,0,0,0,0,0,0,0,82,64013,5,321,199,39.23515826
녹동전통시장,전라남도 고흥군 도양읍 녹동남촌1길 24,127.1383352,34.5278947,72,20,0,0,0,0,0,0,0,0,0,67,64013,5,321,199,39.23515826
반송시장,부산광역시 해운대구 윗반송로35번길 76,129.1550623,35.2313183,22,0,2,0,0,2,0,0,0,2,321,22,402518,23,1980,203,39.23274518
고흥전통시장,전라남도 고흥군 고흥읍 남계리 628,127.2859546,34.608089,121,12,0,0,0,0,1,1,0,0,0,111,64013,5,321,199,39.21900365
농산물종합시장(중앙청과시장),충청북도 충주시 목행산단7로 24,127.9229097,37.0043414,187,23,0,1,1,0,0,0,0,0,0,257,210313,21,3285,64,39.20146037
창동골목시장,서울특별시 도봉구 덕릉로58길 16,127.0391532,37.6384043,62,87,0,0,0,0,0,2,0,3,112,60,326082,11,767,425,39.19227577
성서 문화의 거리 상점가,충청북도 충주시 성서8길 21,127.9323997,36.9713466,320,86,0,2,0,0,0,1,1,2,184,370,210313,21,3285,64,39.18652807
구천동공구상가,경기도 수원시 팔달구 수원천로199번길 5(구천동),127.0173645,37.2721259,87,84,1,2,0,0,0,2,1,0,0,96,174709,13,2049,85,39.15030471
남문로데오시장,경기도 수원시 팔달구 행궁로 88(교동),127.0154827,37.2746333,150,85,0,2,0,0,0,2,1,0,0,233,174709,13,2049,85,39.15030471
남문패션1번가시장,경기도 수원시 팔달구 정조로758번길 24(영동),127.0181083,37.2756283,156,79,0,2,0,0,0,2,1,0,0,156,174709,13,2049,85,39.15030471
매산시장,경기도 수원시 팔달구 권선로 477(매산로2가),127.0047627,37.2649741,104,114,3,2,0,0,0,2,1,0,0,103,174709,13,2049,85,39.15030471
못골종합시장,경기도 수원시 팔달구 수원천로258번길 10-12(지동),127.0208094,37.2760201,88,85,0,2,0,0,0,2,1,0,0,87,174709,13,2049,85,39.15030471
시민상가시장,경기도 수원시 팔달구 팔달문로4번길 19(영동),127.0179705,37.2766904,55,74,0,2,0,0,0,2,1,0,0,54,174709,13,2049,85,39.15030471
중앙시장,인천광역시 동구 중앙로 68,126.6333501,37.4753283,120,82,1,0,0,0,0,1,1,15,507,82,62747,9,10525,6,39.09483109
마로관기시장(관기재래시장),충청북도 보은군 마로면 관기3길 6-7,127.8176631,36.4351984,40,32,0,0,0,0,0,0,0,0,0,27,32456,10,352,92,39.0786875
회인재래시장,충청북도 보은군 회인면 중앙리 59-15,127.5977654,36.4905818,38,36,0,0,0,0,0,0,0,0,0,21,32456,10,352,92,39.0786875
중앙시민전통시장,강원도 원주시 중앙시장길 31-3,127.9496918,37.3512379,78,67,0,1,0,0,0,2,0,5,314,84,353928,8,1329,266,39.00956663
평해시장,경상북도 울진군 평해읍 평해6길12,129.4424253,36.7269477,29,0,0,0,0,0,0,0,0,5,150,23,48743,14,666,73,38.99095355
금호공설시장,경상북도 영천시 금호읍 금호로 101,128.8733239,35.9316508,43,68,0,0,0,0,0,0,0,2,159,41,101904,6,513,199,38.97691138
삼방시장,경상남도 김해시 삼안로 255번길 1,128.9096808,35.2505376,70,40,0,0,3,2,1,0,1,1,10,78,542350,12,1232,440,38.97227841
중앙먹통시장,전라남도 목포시 삼일로13번길 18-2,126.3818064,34.7940194,67,88,0,0,0,0,0,0,0,5,321,78,224973,14,2106,107,38.95314949
역전시장,경기도 수원시 팔달구 매산로 2-10(매산로1가),127.0023916,37.2660895,210,121,2,2,0,0,0,1,1,1,129,220,174709,13,2049,85,38.94518566
풍기중앙시장,경상북도 영주시 풍기읍 동성로 73,128.5281934,36.8705766,59,66,0,0,0,0,0,0,0,5,131,69,103272,23,1887,55,38.93048669
풍기토종인삼시장,경상북도 영주시 풍기읍 인삼로 40,128.5225507,36.8704393,50,53,0,0,0,0,0,0,0,5,131,50,103272,23,1887,55,38.93048669
굴비골영광시장(구 영광매일시장),전라남도 영광군 영광읍 중앙로3길 5-22,126.5123162,35.2751327,75,52,0,0,0,0,0,1,0,2,188,70,53183,4,286,186,38.9130298
용두전통시장,대전광역시 중구 용두동 12-2,127.4146469,36.3234106,26,128,2,1,3,0,0,1,1,13,379,51,236492,21,2660,89,38.8914563
영남시장,경상북도 포항시 남구 동해면 일월로152,129.4495884,35.9879358,53,27,0,0,0,0,0,0,0,5,101,53,230573,13,828,278,38.8595044
사파동성종합상가,경상남도 창원시 성산구 창이대로 733,128.7021802,35.2194328,106,78,0,0,0,0,0,1,0,5,343,98,215143,19,2837,76,38.80723737
북부시장,전라북도 익산시 인북로 219,126.9565969,35.9481924,168,49,0,1,0,0,0,2,0,5,295,168,282582,23,1879,150,38.73840487
전주중앙상가,전라북도 전주시 완산구 태평3길 70,127.1420232,35.8250747,370,69,0,2,0,0,1,2,1,1,68,440,339973,16,3060,111,38.7048726
영광터미널시장,전라남도 영광군 영광읍 신남로3길 5-3,126.5030433,35.2755411,95,68,0,0,0,0,0,1,0,2,160,90,53183,4,286,186,38.69767388
정산시장,충청남도 청양군 정산면 정현길 54,126.9479541,36.4110834,59,12,0,0,0,0,0,0,0,2,76,48,30816,7,423,73,38.62635489
척산시장,경상북도 울진군 기성면 척산길 46,129.4520618,36.7969372,21,0,0,0,0,0,0,0,0,2,43,0,48743,14,666,73,38.6030116
봉화춘양시장(춘양시장),경상북도 봉화군 춘양면 의양로 60,128.9130317,36.9363788,140,0,0,0,0,0,0,0,0,3,139,127,31555,5,585,54,38.59859842
유신종합상가,경상남도 창원시 성산구 신촌로 21,128.6267794,35.2075423,49,24,0,0,0,0,0,0,0,6,338,43,215143,19,2837,76,38.5823598
대덕읍전통시장(대덕시장),전라남도 장흥군 대덕읍 거정2길 10,126.8874133,34.4993634,24,0,0,0,0,0,0,0,0,0,0,3,146658,47,4097,36,38.58027936
도마큰시장,대전광역시 서구 도마동 132-13,127.3813616,36.3158077,465,100,0,2,0,0,1,0,1,0,0,494,478872,8,3048,157,38.55068108
자인공설시장,경상북도 경산시 자인면 자인로 206-4,128.8229071,35.8165952,107,55,0,0,0,0,2,0,0,3,346,171,262988,10,1377,191,38.52242783
구미공단종합시장,경상북도 구미시 수출대로3길107,128.3715132,36.1206508,52,74,0,2,0,1,0,1,1,1,14,94,416279,33,5256,79,38.4962635
천관산관광시장,전라남도 장흥군 관산읍 칠관로 1559-4,126.9370769,34.5627738,35,0,0,0,0,0,0,0,0,0,0,41,37819,5,233,162,38.47844174
골드테마거리,부산광역시 부산진구 범일로 134,129.0597872,35.1419165,324,12,7,0,3,0,0,1,1,7,157,490,359375,52,10181,35,38.42266452
부산평화시장,부산광역시 부산진구 자유평화로 7,129.0606842,35.1416923,905,12,7,0,3,0,0,1,1,7,157,540,359375,52,10181,35,38.42266452
문화의거리 행복상점가,경상북도 문경시 점촌동 249-15,128.1992699,36.5966903,150,24,0,0,0,0,0,1,1,12,853,40,71213,11,775,92,38.41867917
삼가시장,경상남도 합천군 삼가면 일부5길 1,128.1223865,35.4129038,96,0,0,0,0,0,0,0,0,0,0,129,44088,6,461,96,38.36725893
백련시장,"서울특별시서대문구가재울로6길53-87(남가좌동, 백련시장아파트)",126.9230758,37.576943,34,100,0,0,0,2,0,1,0,1,29,38,312325,11,1085,288,38.32004029
삼천포용궁수산시장,경상남도 사천시 어시장길64,128.0711472,34.9274306,278,0,0,0,0,0,0,1,0,0,0,268,111234,8,1113,100,38.31417751
삼천포전통수산시장,경상남도 사천시 어시장길46,128.0698882,34.9271609,72,0,0,0,0,0,0,1,0,0,0,42,111234,8,1113,100,38.31417751
(유)문경시중앙시장,경상북도 문경시 중앙로 87,128.1972168,36.5936476,38,22,0,0,0,0,0,1,1,10,951,40,71213,11,775,92,38.30344334
장유전통시장(장유중앙시장),경상남도 김해시 장유로 287-22,128.8146467,35.2004929,113,98,0,0,2,0,0,0,1,1,40,110,542350,12,1232,440,38.2772521
갈산정기장시장,충청남도 홍성군 갈산면 상촌로 29,126.5505081,36.6036957,34,8,0,0,0,0,0,0,0,0,0,18,99890,9,1020,98,38.26056515
대소시장,충청북도 음성군 대소면 오산로 36,127.4850149,36.9665543,130,10,0,0,0,0,0,0,0,0,0,104,93310,10,1024,91,38.25656515
무극시장,충청북도 음성군 금왕읍 무극리 77-17,127.5959797,36.9926487,180,22,0,0,0,0,0,0,0,0,0,114,93310,10,1024,91,38.25656515
삼성시장,충청북도 음성군 삼성면 대성로 608-2,127.4991873,37.0180076,77,18,0,0,0,0,0,0,0,0,0,60,93310,10,1024,91,38.25656515
화봉시장(화봉종합시장),울산광역시 북구 상방로 94,129.3657276,35.5887952,46,54,0,0,0,0,2,1,1,17,599,50,218882,4,200,1094,38.2397834
점촌역전상점가,경상북도 문경시 점촌동 166-6,128.202341,36.5957208,152,26,0,0,0,0,0,1,1,11,723,110,71213,11,775,92,38.21646763
영해만세시장,경상북도 영덕군 영해면 예주시장5길 21,129.40738,36.540949,134,0,0,0,0,0,0,1,0,0,0,91,36399,6,504,72,38.21626019
진동시장,경상남도 창원시 마산합포구 진동면 진동리237-11,128.4879759,35.1135674,25,32,0,0,0,0,0,0,0,0,0,34,174933,20,4773,37,38.21392893
반송2동시장,부산광역시 해운대구 윗반송로51번길 86,129.1562018,35.2311092,154,0,2,0,0,2,0,0,0,2,321,156,402518,23,1980,203,38.17185934
답십리현대시장,서울특별시 동대문구 전농로 4길 38,127.0586495,37.5667759,93,80,3,0,1,0,0,2,0,2,92,53,343377,38,5801,59,38.16428661
신장전통시장,경기도 하남시 신장1로3번길 42,127.207006,37.5378786,78,136,1,0,3,0,0,1,1,5,175,76,291075,3,409,712,38.15214646
함창시장,경상북도 상주시 함창읍 함창시장 1길45-14,128.1795314,36.567531,50,30,0,0,0,0,0,0,0,0,0,16,97483,14,849,115,38.11341038
오천시장,경상북도 포항시 남구 오천읍 해병로 307번길 26-3,129.4142303,35.966476,110,52,0,0,0,0,0,0,0,2,44,61,230573,13,828,278,38.09790279
큰동해시장,경상북도 포항시 남구 중앙로146번길 30,129.3709805,36.0265584,130,62,0,1,0,0,1,3,1,19,678,105,230573,13,828,278,38.08882487
도계전두시장,강원도 삼척시 도계읍 전두리 81-20,129.042851,37.2290977,46,20,0,0,0,0,0,0,0,0,0,62,65409,4,416,157,38.06910465
도계중앙시장,강원도 삼척시 도계읍 도계리 390-1,129.0450868,37.2351423,30,23,0,0,0,0,0,0,0,0,0,58,65409,4,416,157,38.06910465
줄포시장,전라북도 부안군 줄포면 부안로 865,126.676862,35.5876029,30,14,0,0,0,0,0,0,0,0,0,30,52237,4,410,127,38.05902084
장항전통시장,충청남도 서천군 장항읍 성화로 104,126.6942255,36.0157143,114,8,0,0,0,0,0,0,0,0,0,107,51926,10,872,60,38.02530404
중평시장,대구광역시 서구 서대구로 17길16,128.5539194,35.8653289,77,110,1,1,1,1,0,2,1,8,397,56,171060,28,3962,43,38.02188357
사천읍시장,경상남도 사천시 사천읍시장1길 16,128.064256,35.0034643,118,0,0,0,0,0,0,0,0,1,10,174,111234,8,1113,100,37.97913657
완사시장,경상남도 사천시 곤명면 완사2길12,127.9762773,35.1310256,44,8,0,0,0,0,0,0,0,0,0,46,111234,8,1113,100,37.97913657
신흥시장,서울특별시용산구신흥로95-9(용산동2가),126.9850801,37.5453253,62,78,0,0,0,0,0,1,0,1,53,64,230151,13,960,240,37.97646898
목동깨비시장 (목3동시장),서울특별시 양천구 목동중앙북로6길 5(목동),126.8652317,37.5481719,105,87,0,0,2,1,1,0,1,3,230,105,455058,21,1359,335,37.97104703
약수시장,서울특별시 중구 다산로 114-7(신당동),127.0107776,37.5540312,92,94,8,0,0,0,0,2,0,4,318,139,125505,62,21039,6,37.9508565
연풍전통시장,충청북도 괴산군 연풍면 행촌리 611-1,127.9976483,36.7644187,57,0,0,0,0,0,0,0,0,0,0,50,37671,8,424,89,37.94790179
동쪽바다중앙시장,강원도 동해시 중앙시장길 12,129.1085461,37.551052,214,50,0,1,0,0,0,1,0,0,0,200,90560,9,1301,70,37.94272886
묵호시장,강원도 동해시 일출로 59-1,129.114178,37.5523055,128,51,0,1,0,0,0,1,0,0,0,45,90560,9,1301,70,37.94272886
