공원명,소재지지번주소,위도,경도,공원면적
소공원2(안),경상북도 안동시 풍천면 갈전리 1676,36.569885,128.507056,923
복지불공원,울산광역시 동구 방어동 1089-1,35.484807,129.419685,3372
번덕공원,울산광역시 동구 일산동 536-3,35.501889,129.425536,1440
옥류공원,울산광역시 동구 동부동 산147,35.54430241,129.424253,1503
대청공원,울산광역시 동구 화정동 608-14,35.499052,129.425081,1429
대천공원,울산광역시 동구 화정동 634-6,35.497552,129.424431,967
가재돌공원,울산광역시 동구 방어동 983,35.483668,129.410043,2120
까치공원,울산광역시 동구 방어동 909-16,35.489691,129.422051,1500
꽃바우공원,울산광역시 동구 방어동 977-1,35.484113,129.412091,2511
남진공원,울산광역시 동구 방어동 1093-8,35.485165,129.416908,2377
삼섬공원,울산광역시 동구 방어동 1154-3,35.483027,129.413519,2511
문재공원,울산광역시 동구 방어동 1080-13,35.486552,129.418101,2901
목거랑공원,울산광역시 동구 방어동 121-2,35.487307,129.427792,1864
산시공원,울산광역시 동구 전하동 688-4,35.505661,129.426847,1459
대송공원,울산광역시 동구 화정동 168-11,35.499386,129.422039,1650
쟁골공원,울산광역시 동구 동부동 666-2,35.544797,129.429652,1500
댄밖공원,울산광역시 동구 화정동 148-3,35.502973,129.418872,1775
알미산공원,경기도 안성시 옥산동 365,37.004187,127.250314,16504
아양1호공원,경기도 안성시 옥산동 349,37.003129,127.253786,2643
아양1호소공원,경기도 안성시 옥산동 18-5,37.011779,127.250715,3483
진사소공원,경기도 안성시 공도읍 진사리 354,36.99472656,127.1511382,1510
버드내조폐,대전광역시 중구 태평동 421-5,36.32220433,127.388659,26836
뿌리,대전광역시 중구 침산동 364,36.28537962,127.3883,119062
문화1,대전광역시 중구 문화동 1-256,36.31288829,127.4117078,7062
문화2,대전광역시 중구 문화동 338-2,36.316592,127.404521,3683
양지,대전광역시 중구 선화동 362-97,36.193281,127.245678,24135
중촌,대전광역시 중구 중촌동 471-32,36.203009,127.241374,43045
대흥,대전광역시 중구 대흥동 160,36.32595427,127.4284328,3532
선화,대전광역시 중구 선화동 368-2,36.327752,127.412085,922
고잔공원,인천광역시 남동구 고잔동 990,37.38547541,126.7062232,141092
논현공원,인천광역시 남동구 논현동 590-46,37.40928152,126.721616,3468
구월공원,인천광역시 남동구 구월동 1246,37.45761856,126.7187244,33252
장다리공원,인천광역시 남동구 구월동 1102-14,37.45144523,126.694562,1500
붉은고개공원,인천광역시 남동구 구월동 1093,37.4529117,126.6990976,1494
뗏마루공원,인천광역시 남동구 만수5동 881,37.4561805,126.7288131,1496
모래내공원,인천광역시 남동구 구월동 1258-4,37.45457287,126.7233809,1500
만수천공원,인천광역시 남동구 만수동 929,37.45075864,126.7269549,1335
큰구월공원,인천광역시 남동구 구월동 1196-4,37.4503388,126.7089204,1226
만월공원,인천광역시 남동구 구월동 1229-2,37.4498343,126.7164526,1490
큰성말공원,인천광역시 남동구 구월동 1163,37.4458454,126.704475,1490
작은성말공원,인천광역시 남동구 구월동 1192-7,37.4480545,126.7081595,1568
만수공원,인천광역시 남동구 만수동 994-9,37.45386463,126.7278252,1658
쇄판공원,인천광역시 남동구 만수동 845-1,37.46230252,126.7229484,1499
작은구월공원,인천광역시 남동구 구월동 1281-8,37.4495274,126.7211378,1499
하촌공원,인천광역시 남동구 만수동 969,37.45155821,126.7328317,1499
동일공원,인천광역시 남동구 간석동 508-30,37.4555575,126.6984799,479
애향공원,인천광역시 남동구 간석3동 91-2,37.4664334,126.713414,697
석정공원,인천광역시 남동구 간석동 610,37.46799875,126.6970833,1501
인수공원,인천광역시 남동구 만수동 96,37.45353629,126.7380264,1816
양지공원,인천광역시 남동구 간석동 242,37.4665085,126.7062617,1280
죽산연못공원,경기도 안성시 죽산면 죽산리 482-1,37.076584,127.424483,5910
안성맞춤가족공원(17호근린공원),경기도 안성시 공도읍 마정리 112-52,37.01383188,127.2027156,22224
아양1호근린공원,경기도 안성시 옥산동 360,37.005561,127.251165,36324
아양2호근린공원,경기도 안성시 옥산동 318,37.005429,127.255073,35348
도례공원,경기도 안성시 도기동 산64,36.99201784,127.2570448,347059
법송공원,경상남도 통영시 도산면 법송리 499,34.89074286,128.3681914,3161
죽림소공원,경상남도 통영시 광도면 죽림리 1576,34.88165592,128.4155737,1073
18호 소공원,경상남도 통영시 도산면 법송리 1373,34.89273433,128.3714061,6151
19호 소공원,경상남도 통영시 도산면 법송리 1365,34.89785774,128.373355,3998
햇님어린이공원,대구광역시 동구 율하동 1001,35.868845,128.695849,1884.8
20호 소공원,경상남도 통영시 도산면 법송리 1379,34.89179418,128.3751764,2935
북신공원,경상남도 통영시 무전동 1053,34.86297917,128.4202479,41730
해양관광공원,경상남도 통영시 미수동 913-22,34.82984394,128.4060523,44000
내죽도공원,경상남도 통영시 광도면 죽림리 1574-3,34.88138485,128.4209764,28899
리도공원,경상남도 통영시 광도면 덕포리 산1,34.82806041,128.3947066,164503
북신공원,경상남도 통영시 북신동 706,34.85636443,128.4248074,1492
동달공원,경상남도 통영시 용남면 동달리 1007,34.86841654,128.4426325,2884
도남2공원,경상남도 통영시 도남동 484-1,34.8277235,128.4224514,1928
노산공원,경상남도 통영시 광도면 노산리 386-7,34.89936594,128.4061218,557
죽림2공원,경상남도 통영시 광도면 죽림리 889-4,34.87614485,128.4085122,1613
원문공원,경상남도 통영시 광도면 죽림리 562,34.87239402,128.4166536,7489
미수1공원,경상남도 통영시 미수동 633,34.82275818,128.3951622,1644
미수2공원,경상남도 통영시 미수동 732,34.82536915,128.3989354,2390
도남1공원,경상남도 통영시 봉평동 81-1,34.83148034,128.4205355,1558
호암공원,경상남도 통영시 광도면 안정리 413,34.93858465,128.4231962,5053
북신1공원,경상남도 통영시 무전동 1064,34.86200912,128.4269692,2210
북신2공원,경상남도 통영시 무전동 1015-2,34.8588362,128.421736,2740
황리4공원,경상남도 통영시 광도면 황리 1252,34.95762241,128.4078006,1850
죽림5공원,경상남도 통영시 광도면 죽림리 1568,34.88344862,128.4159328,2598
죽림3공원,경상남도 통영시 광도면 죽림리 1577-2,34.87837015,128.4142225,3281
죽림4공원,경상남도 통영시 광도면 죽림리 1576,34.88165592,128.4155737,5849
죽림6공원,경상남도 통영시 광도면 죽림리 1570-12,34.88535849,128.4187625,7248
죽림7공원,경상남도 통영시 광도면 죽림리 1582-3,34.87580654,128.4204447,2480
1-47호공원,제주특별자치도 제주시 노형동 1031-1,33.49221588,126.4752506,1553.8
검정공원,전라남도 장성군 남면 행정리271-1 외 3필,35.226175,126.7825587,774
불정공원,전라남도 장성군 남면 월정리775-1 외 1필,35.2237476,126.7980688,599
월산하1호공원,전라남도 장성군 남면 월정리315-2,35.2340136,126.8128175,438
마산1호공원,전라남도 장성군 남면 녹진리96 외 9필,35.2612638,126.7944237,577
월산하2호공원,전라남도 장성군 남면 월정리산19-1 외 1필,35.232036,126.8138207,524
서태1호공원,전라남도 장성군 남면 삼태리576-4 외 2필,35.2379266,126.8279897,413
서태2호공원,전라남도 장성군 남면 삼태리614-2 외 2필,35.2401638,126.8286487,686
월곡2호공원,전라남도 장성군 남면 월곡리815-4 외 1필,35.2466992,126.8209073,960
월곡3호공원,전라남도 장성군 남면 월곡리708 외 3필,35.2503162,126.8209978,328
황리1공원,경상남도 통영시 광도면 황리 1253-1,34.95636027,128.4078272,13980
공원1,경상남도 통영시 광도면 덕포리 산6,34.93092712,128.4345187,27176
남망산공원,경상남도 통영시 동호동 230-1,34.84232391,128.4286276,152500
미월문화공원,경상남도 통영시 무전동 23,34.8580239,128.439766,48351
도천테마파크,경상남도 통영시 도천동 148,34.83842732,128.4136274,7169
주전골1공원,경상남도 통영시 북신동 197-5,34.84927165,128.4268376,109
주전골2공원,경상남도 통영시 태평동 27,34.8482073,128.427007,252
주전골3공원,경상남도 통영시 태평동 87-2,34.84938186,128.4262586,234
충열소공원,경상남도 통영시 명정동 194,34.84582522,128.4172736,815
공원1,경상남도 통영시 광도면 안정리 산302,34.9393668,128.4238023,3134
공원2,경상남도 통영시 광도면 안정리 산291-2,34.93714674,128.427064,2583
공원2,경상남도 통영시 광도면 덕포리 25-2,34.92663382,128.4275675,2730
안정 1공원,경상남도 통영시 광도면 안정리 1326,34.94683143,128.4079222,564
안정 2공원,경상남도 통영시 광도면 안정리 1330-4,34.94616494,128.4077437,882
법송 제1공원,경상남도 통영시 도산면 법송리 1152-6,34.89918226,128.364695,2500
법송 제2공원,경상남도 통영시 도산면 법송리 706-17,34.8994444,128.3674426,2480
법송 제3공원,경상남도 통영시 도산면 관덕리 산249-4,34.89832069,128.3752391,1850
용남 1공원,경상남도 통영시 용남면 화삼리 762-3,34.85910865,128.4438949,1303
용남 2공원,경상남도 통영시 용남면 동달리 1438,34.87152899,128.444454,628
황리공원,경상남도 통영시 광도면 황리 1350-74,34.96412246,128.4049749,1391
"고산,연동1호공원",전라남도 장성군 진원면 진원리179-2 외 2필,35.2738966,126.8469392,386
"고산,연동2호공원",전라남도 장성군 진원면 진원리218-8 외 2필,35.2729717,126.8447028,626
"고산,연동3호공원",전라남도 장성군 진원면 진원리332-1 외 3필,35.2740868,126.8417952,685
"고산,연동4호공원",전라남도 장성군 진원면 진원리466-1 외 4필,35.2759399,126.8445288,552
작동1호공원,전라남도 장성군 진원면 산동리526-1 외 1필,35.2557157,126.8441895,967
영신2호공원,전라남도 장성군 진원면 율곡리440,35.2702678,126.8083804,528
작동2호공원,전라남도 장성군 진원면 산동리525-3 외 6필,35.2562163,126.8473472,560
산동1호공원,전라남도 장성군 진원면 산동리144 외 1필,35.2470341,126.8506647,870
월정1호공원,전라남도 장성군 진원면 학림리151-1 외 3필,35.2448817,126.8619374,448
월정3호공원,전라남도 장성군 진원면 학림리산21 외 1필,35.2418306,126.8595365,549
상림2호공원,전라남도 장성군 진원면 상림리569 외 6필,35.2730411,126.8626735,424
상림3호공원,전라남도 장성군 진원면 상림리509-1 외 2필,35.2715881,126.8608562,457
학동공원,전라남도 장성군 진원면 상림리319 외 10필,35.2782983,126.8611909,629
두월공원,전라남도 장성군 진원면 용산리661-44 외 3필,35.2614053,126.8646879,622
중앙동1호공원,전라남도 장성군 남면 분향리1216-1 외 1필,35.2476563,126.8079346,607
중앙동2호공원,전라남도 장성군 남면 분향리635-4 외 3필,35.2496249,126.8100341,1196
중앙동3호공원,전라남도 장성군 진원면 산정리274-4,35.2505211,126.8124461,522
중앙동4호공원,전라남도 장성군 남면 분향리357-8,35.2450238,126.8106134,443
시목2호공원,전라남도 장성군 남면 분향리790-1,35.25657589,126.806196,1034
녹진2호공원,전라남도 장성군 남면 녹진리863-4 외 2필,35.2550837,126.7914043,346
회신1호공원,전라남도 장성군 남면 덕성리971-6 외 3필,35.2533858,126.7845892,769
회신2호공원,전라남도 장성군 남면 덕성리177 외 4필,35.2533862,126.7812279,660
자풍1호공원,전라남도 장성군 남면 덕성리724 외 1필,35.2509921,126.7723076,615
자풍2호공원,전라남도 장성군 남면 덕성리674-2 외 3필,35.2506847,126.7708725,1524
내마공원,전라남도 장성군 남면 마령리890-1 외 3필,35.2439034,126.7634893,363
선평창공원,전라남도 장성군 남면 마령리538-1 외 6필,35.2420555,126.7725167,942
장평1호공원,전라남도 장성군 남면 평산리264-1 외 1필,35.2388033,126.7884512,427
오정어린이공원,광주광역시 북구 오치동 1018-2,35.18744328,126.914786,2039.1
양마장공원,서울특별시 광진구 자양2동 689-6,37.530871,127.079924,1113
자양공원,서울특별시 광진구 자양3동 792-1,37.533555,127.061065,494.8
세모꼴공원,서울특별시 광진구 자양1동 859-1,37.53840524,127.0815964,862
가중나무공원,서울특별시 광진구 화양동 32-1,37.54651806,127.0677058,971.6
한아름공원,서울특별시 광진구 화양동 12-55,37.544337,127.0704694,936.2
해님공원,서울특별시 광진구 화양동 45-3,37.542693,127.0670234,1002.3
화양공원,서울특별시 광진구 화양동 8-36,37.54160832,127.0696023,996.4
화양동정자마당공원,서울특별시 광진구 화양동 110-34,37.546504,127.063046,2382
남일공원,서울특별시 광진구 군자동 159-1,37.555947,127.064935,238
군자공원,서울특별시 광진구 군자동 115-1,37.55456506,127.0728509,642
홍련산의,서울특별시 광진구 구의동 668-5,37.54593706,127.088595,1291.1
능동소공원,서울특별시 광진구 능동 242-26,37.5525072,127.0829302,1062
장성공원,전라남도 장성군 장성읍 영천리 산202-1 외 19필,35.29638988,126.7826422,33914
동산동원,전라남도 장성군 장성읍 수산리1 외 21필,35.32699645,126.805463,25730
기산공원,전라남도 장성군 장성읍기산리26-1 외 7필,35.3077289,126.7780327,21340
영천1호공원,전라남도 장성군 장성읍 영천리1479-68 외 2필,35.3040925,126.7830892,1500
영천9호공원,전라남도 장성군 장성읍 영천리산200-1 외 7필,35.29638988,126.7826422,2619
단광공원,전라남도 장성군 장성읍 단광리168-1 외 7필,35.2853436,126.804887,944
가작1호공원,전라남도 장성군 장성읍 단광리360-6 외 1필,35.2813804,126.7941861,294
영신1호공원,전라남도 장성군 진원면 율곡리278-1 외 4필,35.2680035,126.8075531,898
수촌공원,전라남도 장성군 진원면 산정리121-11 외 3필,35.260566,126.8167822,789
산정1호공원,전라남도 장성군 진원면 산정리90-1 외 1필,35.2630301,126.8216599,583
학전1호공원,전라남도 장성군 진원면 학전리250-6 외 3필,35.2612471,126.8312406,419
학전2호공원,전라남도 장성군 진원면 학전리834 외 1필,35.264247,126.8316671,354
평촌1호공원,전라남도 장성군 남면 월곡리1267 외 5필,35.2565512,126.8339459,1069
평촌2호공원,전라남도 장성군 남면 월곡리1398 외 4필,35.2572953,126.8319396,584
송정어린이공원,광주광역시 북구 문흥동 970-1,35.19067459,126.9213228,3011
한마음공원,서울특별시 광진구 중곡2동 51-6,37.559563,127.075261,897.8
긴고랑공원,서울특별시 광진구 중곡4동 68-19,37.5588785,127.0910182,633
능동정자마당공원,서울특별시 광진구 능동 369-12,37.553395,127.070549,1518
개나리공원,서울특별시 광진구 구의3동 216-5,37.538013,127.083613,988.8
목련공원,서울특별시 광진구 구의3동 223-4,37.54063897,127.0906565,989.8
무궁화공원,서울특별시 광진구 구의3동 206-10,37.541247,127.0945497,1041.7
장미공원,서울특별시 광진구 구의3동 590-2,37.536273,127.0901399,986.5
푸른동산공원,서울특별시 광진구 구의3동 227-13,37.54290187,127.0911934,933.2
구둘공원,서울특별시 광진구 구의2동 60-8,37.548121,127.0921729,788.1
산마루공원,서울특별시 광진구 구의2동 560-5,,127.0952179,917
구의공원,서울특별시 광진구 구의3동 546-2,37.53650197,127.0947429,10464
명성공원,서울특별시 광진구 구의1동 249-25,37.541424,127.077953,548.4
구의가로휴식공원,서울특별시 광진구 구의동 589-4,37.536431,127.084515,95.2
온달공원,서울특별시 광진구 광장동 242-1,37.54598705,127.1040746,1012
평강공원,서울특별시 광진구 광장동 387-1,37.54811643,127.1005786,325
약초원공원,서울특별시 광진구 자양4동 553-22,37.533371,127.054402,1337
약초원공원,서울특별시 광진구 자양4동 74-21,37.532914,127.057631,826
정말공원,서울특별시 광진구 자양1동 619-20,37.53316599,127.078175,989.4
자마장공원,서울특별시 광진구 자양1동 630,37.53444989,127.0821906,998.8
장독골공원,서울특별시 광진구 자양1동 804-10,37.535642,127.0778291,997.4
언덕배기공원,서울특별시 광진구 자양2동 686-52,37.53214999,127.0879491,800.4
금모래공원,서울특별시 광진구 자양2동 651-50,37.53030864,127.082539,1022.5
동자공원,서울특별시 광진구 자양3동 582-19,37.531866,127.0742772,985.9
노유산공원,서울특별시 광진구 자양4동 5-7,37.53913301,127.0685093,993.1
성화공원,서울특별시 광진구 자양4동 199-4,37.536177,127.053077,253
달님어린이공원,대구광역시 동구 율하동 929-4,35.868855,128.698795,1500
소공원,대구광역시 동구 신기동 546,35.870395,128.702108,697.8
꽃님어린이공원,대구광역시 동구 신기동 557-1,35.868228,128.704315,1500.9
안심어린이공원,대구광역시 동구 신기동 560-1,35.867981,128.706483,1500.3
새동네어린이공원,대구광역시 동구 불로동 1145,35.914479,128.642534,1726.6
불로어린이공원,대구광역시 동구 불로동 1152-4,35.914141,128.640127,2048.3
말뫼공원,대구광역시 수성구 두산동 741-7,35.825407,128.626524,1524
보성공원,대구광역시 수성구 범물동 1279-3,35.821145,128.643529,1714.5
용지공원,대구광역시 수성구 범물동 1283-2,35.820871,128.646427,1702.3
마산공원,대구광역시 수성구 범물동 1288-2,35.81889992,128.6488047,1601.7
배수지공원,대구광역시 수성구 범물동 1302,35.8159819,128.6481283,1510
중앙공원,대구광역시 수성구 범물동 1348,35.8183005,128.6431953,2273.6
관계지공원,대구광역시 수성구 범물동 1367,35.8143855,128.6397192,3315.9
범물공원,대구광역시 수성구 범물동 1376,35.8171696,128.6442039,1588.9
삼주공원,대구광역시 수성구 범물동1382-1,35.8158733,128.6428413,4213.6
천마공원,대구광역시 수성구 신매동 579-1,35.837307,128.7063915,1987.8
청솔공원,대구광역시 수성구 신매동 580-2,35.836675,128.706066,1857.4
신기공원,대구광역시 수성구 신매동 586,35.83459249,128.7082373,1451.4
동서공원,대구광역시 수성구 신매동 594-2,35.834319,128.705562,2059.4
두성공원,대구광역시 수성구 신매동 595-2,35.833657,128.705205,1939.2
두리공원,대구광역시 수성구 신매동 598,35.83190248,128.7037204,1710.9
삼각공원,대구광역시 수성구 매호동 1329,35.843632,128.707552,1702.9
나래공원,대구광역시 수성구 매호동 1333,35.84370247,128.700098,1582.8
누리공원,대구광역시 수성구 매호동 1330-2,35.84136103,128.7060404,5671.8
고산공원,대구광역시 수성구 시지동 137-5,35.844868,128.694859,2015
세각단공원,대구광역시 수성구 지산동 1265,35.82699061,128.6330244,1924
무학공원,대구광역시 수성구 지산동 1293,35.8249773,128.6397246,1525.8
중곡공원,서울특별시 광진구 중곡1동 232-44,37.564536,127.0791404,995.7
배나무터공원,서울특별시 광진구 중곡3동 695,37.56833955,127.0802718,971.9
해오름공원,서울특별시 광진구 중곡4동 100-16,37.55678368,127.0921836,840
항호,경기도 안산시 상록구 사동 1427-6,37.283774,126.846821,1507.6
원앙,경기도 안산시 상록구 월피동 454-7,37.333853,126.850319,1605.2
성모,경기도 안산시 상록구 월피동 462,37.334521,126.852253,1584.2
태평4호공원,경기도 여주시 가남읍 태평리 95-1,37.2042491,127.5481823,1380
태평5호공원,경기도 여주시 가남읍 태평리 산16-18,37.2074301,127.5446095,1741
여주IC앞소공원,경기도 여주시 점봉동 233,37.2541172,127.6478627,987
법무단지앞 소공원1,경기도 여주시 현암동 637-63,37.3111596,127.6311199,653
법무단지앞 소공원2,경기도 여주시 현암동 640-2,37.312774,127.6338633,933
금은모래강변공원,경기도 여주시 연양동 8,37.2893752,127.6719507,296400
남산공원,경상남도 고성군 고성읍 동외리 595,34.96732073,128.327117,805324
동산공원,경상남도 고성군 고성읍 동외리 76,34.973548,128.333195,109511
왕릉공원,경상남도 고성군 고성읍 송학리 475-1,34.97937123,128.3210129,49784
가례공원,경상남도 고성군 회화면 배둔리 1288-19,35.057643,128.372777,3400
양지공원,경상남도 고성군 회화면 배둔리 372-1,35.06003388,128.3719877,3863
연꽃공원,경상남도 고성군 상리면 척번정리 89-1,34.99532669,128.1871282,15163
장동어린이공원,충청북도 증평군 증평읍 장동리 926,36.787821,127.590519,2
대성베르힐공원,충청북도 증평군 증평읍 장동리 931,36.790302,127.591379,2.01
천변공원,충청북도 증평군 증평읍 송산리 1037,36.78941487,127.5813775,23.2
초중어린이공원1,충청북도 증평군 증평읍 초중리 554-1,36.779636,127.568813,2.65
초중어린이공원2,충청북도 증평군 증평읍 초중리 545-1,36.782117,127.572454,1.55
초중어린이공원3,충청북도 증평군 증평읍 초중리 536-1,36.777064,127.567708,1.7
초중어린이공원4,충청북도 증평군 증평읍 초중리 578-2,36.779031,127.571929,2.83
초중어린이공원5,충청북도 증평군 증평읍 초중리 606-2,36.776701,127.571515,2.37
초중어린이공원6,충청북도 증평군 증평읍 초중리 598-2,36.778888,127.574888,2.68
산구비,경기도 안산시 상록구 사동 1287,37.296885,126.845978,1430.2
후곡,경기도 안산시 상록구 사동 1296-5,37.296489,126.849794,1521.8
삼일공원,충청북도 증평군 증평읍 증평리 485-1,36.781479,127.586131,2.5
효자2,대전광역시 대덕구 읍내동219-5,36.37932419,127.4216642,4225.3
대화1,대전광역시 대덕구 대화동16-145,36.36431024,127.416677,5281
대화2-1,대전광역시 대덕구 대화동236,36.36523757,127.4104012,1250
대화2-2,대전광역시 대덕구 대화동 35-466,36.36573663,127.4121333,1372
공원(석봉B),대전광역시 대덕구 석봉동306-31,36.44852314,127.424711,468
공원(석봉1),대전광역시 대덕구 석봉동 482,36.455038,127.425401,4578
공원(법동),대전광역시 대덕구 법동284-10,36.36713991,127.4248477,4223.9
공원(와동),대전광역시 대덕구 와동 39,36.39835755,127.4255348,1840
동춘당,대전광역시 대덕구 송촌동463,36.3653937,127.4402103,55579
로하스가족,대전광역시 대덕구 미호동643-2,36.45651553,127.4741555,34204
미호만남,대전광역시 대덕구 미호동 433,36.458537,127.465644,4761
안골,대전광역시 대덕구 신탄진동137-5,36.4490201,127.432778,2002
송촌,대전광역시 대덕구 송촌동24,36.366693,127.446873,103757
금강로하스산호빛,대전광역시 대덕구 석봉동780,36.45388321,127.4215677,34283
을미기,대전광역시 대덕구 신일동1682-8,36.44272654,127.4113264,64011
지수,대전광역시 대덕구 상서동 산66-11,36.424873,127.413824,67105
신탄진1,대전광역시 대덕구 신탄진동264-2,36.442217,127.432998,11157
용정이,대전광역시 대덕구 신탄진동 56-4,36.45468979,127.4348691,24269
대청,대전광역시 대덕구 미호동 57,36.47362538,127.4735679,3219
평촌1,대전광역시 대덕구 평촌동 산4-1,36.437995,127.436928,4173
국화공원,대구광역시 수성구 만촌동 852,35.85641329,128.649043,1604
진달래공원,대구광역시 수성구 만촌동 862,35.867998,128.649043,2844.9
만촌공원,대구광역시 수성구 만촌동 870-13,35.850851,128.653092,1695.3
봉선화공원,대구광역시 수성구 만촌동 874-2,35.850604,128.650317,1501.4
민들레공원,대구광역시 수성구 만촌동 882,35.867998,128.649043,1634.7
시랑,경기도 안산시 상록구 부곡동 540,37.332476,126.864825,2347
학사,경기도 안산시 상록구 사동 1150,37.299951,126.838802,880.4
한양나래,경기도 안산시 상록구 사동 1165-6,37.300388,126.841988,1021.5
매화,경기도 안산시 상록구 이동 582-2,37.305824,126.859186,2236
성호,경기도 안산시 상록구 일동 560,37.316986,126.861567,1065.2
석삼말,경기도 안산시 상록구 이동 544-2,37.310568,126.862497,2633.6
상록수,경기도 안산시 상록구 일동 658,37.305801,126.864229,1663.2
정재2,경기도 안산시 상록구 부곡동 659-7,37.33463,126.863197,1491.5
월광,경기도 안산시 상록구 월피동 507,37.335622,126.843772,1631.6
이동,경기도 안산시 상록구 이동 531,37.311774,126.858916,1708.4
장수,경기도 안산시 상록구 본오동 1130,37.300738,126.874163,2653.1
각골,경기도 안산시 상록구 본오동 793-3,37.295642,126.870803,1753
양지,경기도 안산시 상록구 본오동 802-4,37.297774,126.869565,1646.7
배기,경기도 안산시 상록구 본오동 836,37.292392,126.870588,1499.4
부남,경기도 안산시 상록구 부곡동 615,37.326809,126.860579,1970.1
아람,경기도 안산시 상록구 부곡동 690,37.324912,126.858413,1626.4
감골,경기도 안산시 상록구 사동 1406-9,37.283245,126.852715,1737.9
장화,경기도 안산시 상록구 사동 1413,37.283287,126.849613,2341.2
웃말,경기도 안산시 상록구 일동 619-7,37.308007,126.870513,1571.7
호수공원,경기도 안산시 상록구 사동 1513,37.30211,126.830076,647766
놀애별,경기도 안산시 상록구 본오동 818-6,37.295624,126.868419,1529.6
장곡,경기도 안산시 상록구 본오동 852,37.290898,126.867908,1821.3
정재1,경기도 안산시 상록구 부곡동 650,37.336831,126.865714,1492.4
태마당,경기도 안산시 상록구 부곡동 669-4,37.331816,126.862,1501.7
첨성,경기도 안산시 상록구 일동 547-7,37.318413,126.861884,973.6
고산,경기도 안산시 상록구 본오동 865,37.292528,126.864992,2167
선암,경기도 안산시 상록구 본오동 925-2,37.289357,126.862551,1990.9
학산체육공원,경상북도 성주군 성주읍 학산리 755,35.94080893,128.2909231,20687
각골공원,경기도 안산시 상록구 본오동 45-6,37.291324,126.874202,49303
반월공원,경기도 안산시 상록구 본오동 723,37.28987,126.869552,44732.4
상록수공원,경기도 안산시 상록구 본오동 879-4,37.299643,126.862742,12325.8
본오공원,경기도 안산시 상록구 본오동 산39,37.300955,126.868576,123747
오목골공원,경기도 안산시 상록구 본오동 산80-1,37.288462,126.860578,47210
성호공원,경기도 안산시 상록구 부곡동 709,37.328654,126.858672,497649
시낭공원,경기도 안산시 상록구 부곡동 719,37.335612,126.856979,21994.3
부곡공원,경기도 안산시 상록구 부곡동 산50,37.331737,126.869158,34576
은하수공원,경기도 안산시 상록구 사동 1253-6,37.302448,126.854258,13004.4
마로니에공원,경기도 안산시 상록구 사동 1554,37.303909,126.838133,13340.1
석호공원,경기도 안산시 상록구 사동 1583,37.302353,126.843962,37239
감골공원,경기도 안산시 상록구 사동 산83-8,37.292802,126.852217,86800
성포공원,경기도 안산시 상록구 성포동 582,37.32262,126.842232,19416.2
성어공원,경기도 안산시 상록구 성포동 589,37.318477,126.844317,26250.3
노적봉공원,경기도 안산시 상록구 성포동 산39-1,37.320194,126.854342,623428
광덕공원,경기도 안산시 상록구 월피동 산 45,37.332718,126.841966,79487
용하공원,경기도 안산시 상록구 사동 1535-1,37.305879,126.854488,18262.5
이동공원,경기도 안산시 상록구 이동 711,37.308979,126.848862,26442.9
점섬공원,경기도 안산시 상록구 일동 산 136,37.318861,126.860693,204522
구룡공원,경기도 안산시 상록구 일동 산70-1,37.307242,126.863315,120455
소반월,경기도 안산시 상록구 본오동 669,37.287618,126.865102,899.6
해란,경기도 안산시 상록구 본오동 676,37.286348,126.865163,918.2
기양죽,경기도 안산시 상록구 본오동 685,37.286221,126.867784,997.6
태평근린공원,경기도 여주시 가남읍 태평리 175-5,37.2049966,127.5463223,7847
금산소공원,경상북도 성주군 성주읍 금산리 713,35.94416857,128.2852061,656
학산소공원,경상북도 성주군 성주읍 학산리 313-5,35.9386935,128.2972273,4198
예산공원 2,경상북도 성주군 성주읍 백전리 684,35.92292982,128.2814898,3510
사곡공원,경상북도 성주군 성주읍 예산리 791-4,35.91999524,128.2811854,1968
옥성1공원,경상북도 성주군 대가면 옥성리 755-3,35.90941363,128.2296465,1734
사곡공원,경상북도 성주군 성주읍 성산리 2099-1,35.91874934,128.2904848,1400
예산공원 3,경상북도 성주군 성주읍 예산리 849,35.92621782,128.2844768,1600
백전공원 2,경상북도 성주군 성주읍 백전리 646,35.92185864,128.0925404,2975
옥성2공원,경상북도 성주군 대가면 옥성리 755-1,35.909449,128.229542,2031
고분군사적공원,경상북도 성주군 성주읍 성산리 822,35.90626741,128.298736,207089
14호공원,경기도 여주시 오학동 35-1,37.3025836,127.6468255,2844
17호공원,경기도 여주시 하동 49-4,37.3011501,127.6228416,1512
덕성어린이공원,대구광역시 동구 신암동 282-2,35.882415,128.627976,1483.6
신암어린이공원,대구광역시 동구 신암동 670-51,35.887824,128.619258,4477
불로고분공원,대구광역시 동구 불로동 산3,35.914671,128.6488402,367411
안심공원,대구광역시 동구 신기동 580,35.86902026,128.7023587,11583.6
미성,서울특별시 관악구 신림동 762-2,37.477136,126.91377,159
약수,서울특별시 관악구 신림동 1685,37.473131,126.912442,533
삼육,서울특별시 관악구 봉천동 661-118,37.487922,126.934307,119
양산,서울특별시 관악구 신림동 395-35,37.473626,126.932549,297
합실,서울특별시 관악구 신림동 1704-4,37.465079,126.927068,1297
행운동,서울특별시 관악구 봉천동 28-82,37.483375,126.959752,401
봉천,서울특별시 관악구 봉천동 1707-2,37.469221,126.964465,652
까치산,서울특별시 관악구 봉천동 1728-2,37.483056,126.960301,964
