시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
창동신창시장,서울특별시 도봉구 덕릉로 57길 17,127.037463,37.6394357,76,22,92,0,0,0,0,0,0,0,0,0,4,297,4,0,0,0,2,3,76,326082,11,767,425
창선상가,부산광역시 중구 부평동1가 13-6,129.0277137,35.1019275,142,4,15,0,4,0,0,0,23,30,7,0,7,525,4,1,1,0,1,2,242,41501,30,6993,6
창원기계공구상가,경상남도 창원시 의창구 창원대로 400,128.6410763,35.2337256,214,23,42,0,0,1,1,0,1,2,1,0,1,36,0,3,1,0,0,1,215,262743,18,1587,166
창원도계부부시장,경상남도 창원시 의창구 원이대로 69번길 20,128.6372394,35.2572636,113,15,36,0,0,0,1,1,0,2,2,0,5,94,1,0,0,2,0,0,107,262743,18,1587,166
창원캔버라상가,경상남도 창원시 성산구 중앙대로61번길 4,128.6768208,35.2211998,30,14,54,0,0,0,0,0,2,2,0,0,8,93,3,3,1,0,1,1,115,215143,19,2837,76
창원코아상가,경상남도 창원시 성산구 상남로 71,128.6795274,35.2204004,105,22,64,0,0,0,0,0,2,2,0,0,2,60,1,3,1,0,1,1,134,215143,19,2837,76
창평전통시장,전라남도 담양군 창평면 사동길 14-25,127.014816,35.2380753,79,4,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,45936,6,390,118
척산시장,경상북도 울진군 기성면 척산길 46,129.4520618,36.7969372,21,0,0,0,0,0,0,0,0,0,0,0,2,43,2,0,0,0,0,0,0,48743,14,666,73
천관산관광시장,전라남도 장흥군 관산읍 칠관로 1559-4,126.9370769,34.5627738,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37819,5,233,162
천안역전시장,충청남도 천안시 동남구 공설시장1길 9,127.148904,36.8098034,120,23,82,1,1,1,1,0,0,2,2,0,4,399,3,1,1,0,1,1,123,258269,6,1493,173
천안중앙시장(구 남산중앙시장),충청남도 천안시 동남구 사직로 7,127.1492959,36.8007135,345,34,103,0,0,0,1,1,0,2,2,0,2,72,0,1,1,1,1,1,447,258269,6,1493,173
천전시장,경상남도 진주시 진주대로 952-1,128.088456,35.185136,58,20,49,0,0,1,1,0,1,2,1,1,0,0,0,2,1,0,1,1,78,347795,18,3724,93
철뚝시장,부산광역시 부산진구 자유평화로3번길 14-15,129.0615031,35.142226,65,4,9,1,6,0,0,0,3,12,9,0,8,168,3,2,1,0,1,4,490,359375,52,10181,35
청계상가,서울특별시 중구 청계천로 160,126.9953341,37.5679841,354,27,94,4,10,0,0,0,1,3,2,0,3,226,1,0,0,0,3,6,0,125505,62,21039,6
청구문화시장,경기도 성남시 분당구 내정로165번길 38,127.1166551,37.3762535,91,28,74,1,1,0,0,0,0,0,0,0,1,509,6,0,0,1,0,1,95,482614,15,1322,365
청구시장,대구광역시 수성구 만촌로 66(만촌동),128.6443269,35.8649682,60,42,108,0,1,2,2,0,0,2,2,0,0,0,0,1,1,0,1,4,34,424947,19,946,449
청담삼익시장,서울특별시 강남구 학동로 101길 26,127.0576516,37.521968,188,12,40,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,4,175,539838,10,950,568
청량리농수산물시장,서울특별시 동대문구 경동시장로 21,127.0403905,37.5809284,122,30,92,1,4,0,0,0,0,4,4,0,5,365,3,2,1,0,2,3,122,343377,38,5801,59
청량리수산시장,서울특별시 동대문구 용두동 20-1,127.0409704,37.5780858,100,28,86,1,4,0,0,0,0,4,4,0,4,301,3,2,1,0,2,3,100,343377,38,5801,59
청량리전통시장,서울특별시 동대문구 경동시장로8길 30,127.0423382,37.5808992,71,28,84,2,4,0,0,0,0,4,4,0,3,291,4,2,1,0,2,3,74,343377,38,5801,59
청량리종합시장,서울특별시 동대문구 경동시장로 3-1,127.0408525,37.5793373,135,30,87,1,4,0,0,0,0,4,4,0,4,301,2,2,1,0,2,3,135,343377,38,5801,59
청량리청과물시장,서울특별시 동대문구 경동시장로 7,127.0407026,37.5795433,153,30,88,1,4,0,0,0,0,4,4,0,4,301,2,2,1,0,2,3,101,343377,38,5801,59
청량종합도매시장(깡통시장),서울특별시 동대문구 경동시장로9가길 16,127.0403213,37.58191,50,24,92,0,4,0,0,0,0,4,4,0,4,355,7,2,1,0,2,3,53,343377,38,5801,59
청림시장,경상북도 포항시 남구 청림서길 29,129.4103536,35.9965776,30,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13,230573,13,828,278
청송시장,경상북도 청송군 청송읍 현충로 106,129.0522724,36.4352336,8,0,0,0,0,1,1,0,0,0,0,0,3,169,21,0,0,0,1,1,38,25077,8,173,145
청양전통시장,충청남도 청양군 청양읍 칠갑산로6길 6,126.8017469,36.4505837,149,0,0,0,0,1,1,0,0,0,0,0,13,726,5,0,0,0,1,1,135,30816,7,423,73
청주두꺼비시장(구수곡시장),충청북도 청주시 서원구 수곡로 58번길 7-2,127.4729916,36.617438,64,15,39,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,59,195804,8,660,297
청주사창시장,충청북도 청주시 서원구 사직대로164번길 36,127.4653002,36.6336074,96,30,88,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,94,195804,8,660,297
청천전통시장,충청북도 괴산군 청천면 청천2길 10,127.7378521,36.6591399,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,37671,8,424,89
청평화시장,서울특별시중구신당동 217-91,126.9974735,37.5637584,1254,13,71,4,11,0,0,0,0,3,3,1,6,904,1,0,0,0,2,7,1254,125505,62,21039,6
청학시장,부산광역시 영도구 태종로 316번길 1,129.0602656,35.0966985,53,0,0,0,0,0,0,0,9,27,18,0,3,188,4,1,1,0,1,4,101,113621,6,968,117
청호시장,전라남도 목포시 석현로 28,126.4241472,34.8158024,166,16,58,0,0,1,1,0,0,0,0,0,1,59,0,1,1,0,2,3,180,224973,14,2106,107
초계시장,경상남도 창원시 회원구 3·15대로 747의1,128.6817216,35.2279599,35,19,51,0,0,0,0,0,2,2,0,0,7,73,2,4,1,0,1,1,76,44088,6,461,96
초량상가시장,부산광역시 동구 초량로 15,129.0399835,35.1189043,39,3,7,2,2,0,0,0,21,26,5,0,14,215,6,0,0,0,1,2,100,89031,20,7374,12
초량전통시장,부산광역시 동구 초량로13번길 24,129.0396652,35.1180327,90,3,7,2,2,0,0,0,21,27,6,0,12,168,2,0,0,0,1,2,90,89031,20,7374,12
초읍시장,부산광역시 부산진구 성지로51번길 60,129.0528699,35.1773833,58,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,64,359375,52,10181,35
춘천남부시장,강원도 춘천시 공지로 367,127.7257652,37.8705294,36,18,67,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,33,282544,8,775,365
춘천동부시장,강원도 춘천시 동부시장길8,127.7341293,37.8772792,116,17,53,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,75,282544,8,775,365
춘천번개시장,강원도 춘천시 소양로1가 93-10,127.7262888,37.8918308,52,9,25,0,0,0,0,0,0,0,0,1,1,40,1,0,0,0,1,1,50,282544,8,775,365
춘천서부시장,강원도 춘천시 서부대성로12,127.7245302,37.8847447,104,13,48,0,1,0,1,1,0,0,0,1,1,26,0,0,0,1,1,1,79,282544,8,775,365
춘천중앙시장,강원도 춘천시 중앙로77번길 4-4,127.7255659,37.8782867,170,18,58,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,176,282544,8,775,365
춘천후평시장,강원도 춘천시 효평길 104,127.7467691,37.8808031,67,22,70,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,1,1,65,282544,8,775,365
충렬상가시장,부산광역시 동래구 충렬대로459번길 73-10,129.1099539,35.1981191,58,6,13,0,1,0,0,0,5,12,7,0,0,0,0,2,1,0,1,2,53,271187,28,2517,108
충무동골목시장,부산광역시 서구 충무대로267번길 5(충무동1가),129.0236703,35.0943448,177,4,9,1,2,0,0,0,22,27,5,0,1,149,1,1,1,0,1,2,180,108119,19,2060,52
충무동새벽시장,부산광역시 서구 해안새벽시장길 68(남부민동),129.024753,35.093227,147,0,7,1,2,0,0,0,22,27,5,0,1,149,1,1,1,0,1,2,310,108119,19,2060,52
충무동해안시장,부산광역시 서구 자갈치로 14-12(충무동1가),129.0259926,35.0958756,173,4,9,1,3,0,0,0,24,28,4,0,3,196,1,1,1,0,1,2,155,108119,19,2060,52
충주옹달샘시장,충청북도 충주시 지곡10길 38- 1,127.9328325,36.964534,63,18,79,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,67,210313,21,3285,64
충주자유시장,충청북도 충주시 충인 6길 16,127.930679,36.9739409,416,31,80,0,0,1,1,0,1,1,0,0,2,184,0,1,1,0,1,1,337,210313,21,3285,64
칠곡시장,대구광역시 북구 칠곡중앙대로526,128.5511202,35.9423681,62,35,127,0,2,0,0,0,2,3,1,0,0,0,0,2,1,0,1,1,62,440736,52,9067,49
칠성본시장,대구광역시 북구 칠성시장로 15-1,128.6045327,35.875396,78,50,139,1,1,0,1,1,4,6,2,0,22,1751,22,1,1,0,3,4,75,440736,52,9067,49
칠성시장,대구광역시 북구 칠성남로 229,128.6054256,35.8763108,332,42,128,1,1,0,1,1,5,6,1,0,20,1685,5,1,1,0,3,4,338,440736,52,9067,49
칠성전자주방시장,대구광역시 북구 칠성시장로 73-1,128.6015459,35.880224,110,32,140,1,1,0,1,1,5,7,2,0,18,1743,16,3,1,0,3,4,71,440736,52,9067,49
칠성진시장,대구광역시 북구 칠성시장로 19,128.6040922,35.8757227,127,50,137,1,1,0,1,1,5,6,1,0,21,1715,14,1,1,0,3,4,130,440736,52,9067,49
코끼리시장,경기도 성남시 분당구 내정로 166번길 7-6,127.1206019,37.3728138,109,31,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,92,482614,15,1322,365
코오롱타운상가,경상남도 창원시 마산회원구 내서읍 광려천북로202,128.5242356,35.2678656,85,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,191730,15,1051,182
코코프라자시장,경기도 성남시 분당구 서현로210번길 20,127.1240408,37.3858418,62,31,85,1,1,0,0,0,0,0,0,0,2,496,8,1,1,0,1,1,63,482614,15,1322,365
큰동해시장,경상북도 포항시 남구 중앙로146번길 30,129.3709805,36.0265584,130,14,48,0,0,0,1,1,0,0,0,0,19,678,5,1,1,1,3,3,105,230573,13,828,278
태능엔터피아,서울특별시 중랑구 동일로129길 35,127.0774023,37.5991992,49,29,87,2,5,1,1,0,1,4,3,0,0,0,0,2,1,2,0,1,37,395194,23,2040,194
태백시장,대구광역시 수성구 들안로 281,128.6167457,35.8551354,61,32,124,1,5,0,2,2,0,3,3,0,0,0,0,1,1,0,1,6,27,424947,19,946,449
태안서부시장,충청남도 태안군 태안읍 남문리 169-7,126.2966713,36.7531992,181,8,13,0,0,1,1,0,0,0,0,0,9,748,4,0,0,0,1,1,182,62346,8,858,73
태안특산물전통시장,충청남도 태안군 태안읍 시장4길 32,126.2989732,36.7518985,108,10,13,0,0,1,1,0,0,0,0,0,8,658,6,0,0,0,1,1,136,62346,8,858,73
태평전통시장,대전광역시 중구 수침로 55번길 56,127.3977544,36.3259223,139,40,111,0,1,1,1,0,3,9,6,0,20,1157,8,4,1,1,1,3,144,236492,21,2660,89
태화종합시장,울산광역시 중구 화진1길 4(태화동),129.3073583,35.5562206,176,29,74,0,0,0,0,0,0,0,0,0,3,182,1,0,0,0,2,2,192,218096,36,4106,53
테크노상가,서울특별시 중구 마장로1가길 17,127.0132419,37.5688469,188,22,76,4,11,0,0,0,0,3,3,0,3,162,1,1,1,0,2,6,170,125505,62,21039,6
토월복합상가시장,경상남도 창원시 의창구 신월로 42,128.6919276,35.2280011,214,21,63,0,0,0,0,0,2,2,0,0,4,58,0,4,1,0,1,1,180,262743,18,1587,166
토지금고시장,인천광역시 미추홀구 낙섬중로 38번길 5,126.6378286,37.451566,122,39,90,0,0,0,0,0,0,3,3,0,17,465,4,1,1,2,2,2,146,402392,20,2973,135
통복시장,경기도 평택시 신장동 318-24,127.0523659,37.0798642,1168,20,77,0,1,1,1,0,0,0,0,0,7,357,0,0,0,0,1,1,625,534343,5,1283,416
통영중앙전통시장,경상남도 통영시 중앙시장1길14-16,128.4246173,34.8452616,294,14,44,0,0,2,2,0,5,5,0,0,9,693,2,0,0,0,2,2,348,128595,3,724,178
통인시장,서울특별시 종로구 자하문로 15길 18,126.9699489,37.5807672,80,24,60,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,2,6,90,149549,36,20299,7
통일상가,서울특별시 중구 청계천로 260-14,127.0063022,37.5688878,627,27,87,6,10,0,0,0,0,3,3,0,4,126,0,1,1,0,3,6,626,125505,62,21039,6
통진시장,경기도 김포시 통진읍 서암로84번길 29,126.5996678,37.6912733,120,28,58,0,0,0,0,0,0,0,0,0,1,228,2,0,0,0,0,0,77,469340,4,354,1326
팔달문시장,경기도 수원시 팔달구 정조로770번길 17(영동),127.0178999,37.2769151,211,15,62,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,3,236,174709,13,2049,85
팔달신시장,대구광역시 북구 팔달로 105,128.5645814,35.8916879,520,20,104,2,4,1,1,0,4,8,4,0,12,821,2,2,1,0,2,4,650,440736,52,9067,49
펭귄시장,서울특별시 관악구 조원로16길 27,126.9114318,37.4831554,77,34,104,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,2,6,61,496059,29,1559,318
평거한보하이타운,경상남도 진주시 순환로 553번길 7,128.0592838,35.1725968,148,11,28,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,147,347795,18,3724,93
평창대화시장,강원도 평창군 대화면 대화3길 46,128.4549222,37.5005492,58,5,9,0,0,0,0,0,0,0,0,0,6,129,2,0,0,0,0,0,72,41665,4,302,138
평창올림픽시장(평창전통시장),강원도 평창군 평창읍 평창시장1길 10,128.3946613,37.3668101,70,4,6,0,0,1,1,0,0,0,0,0,1,20,0,0,0,0,1,1,71,41665,4,302,138
평해시장,경상북도 울진군 평해읍 평해6길12,129.4424253,36.7269477,29,0,0,0,0,0,0,0,0,0,0,0,5,150,5,0,0,0,0,1,23,48743,14,666,73
평화시장,경상북도 김천시 김천로100,128.1128485,36.1236343,137,15,33,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,2,2,110,140547,8,663,212
평화시장,대구광역시 동구 아양로 9길 6-6,128.6193952,35.8826029,71,18,96,0,1,1,1,0,3,5,2,1,6,302,4,0,0,0,4,4,62,342432,46,2991,114
평화시장,서울특별시 중구 청계천로 274,127.0080497,37.5694251,2265,25,88,5,12,0,0,0,0,3,3,0,5,143,0,1,1,0,3,6,2003,125505,62,21039,6
포방터시장,서울특별시서대문구홍은동 9-123,126.9367873,37.5792117,88,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,88,312325,11,1085,288
포항운하송림시장,경상북도 포항시 남구 운하로36번길 7,129.3763006,36.0281647,48,11,38,0,0,0,1,1,0,0,0,0,16,614,13,1,1,0,2,3,80,230573,13,828,278
풍기선비골인삼시장,경상북도 영주시 풍기읍 소백로 2156,128.5401099,36.8871766,96,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,103272,23,1887,55
풍기인삼시장,경상북도 영주시 풍기읍인삼로8,128.6240029,36.8056695,50,12,23,0,0,0,1,1,0,0,0,1,2,26,1,2,1,0,2,2,50,103272,23,1887,55
풍기중앙시장,경상북도 영주시 풍기읍 동성로 73,128.5281934,36.8705766,59,24,42,0,0,0,0,0,0,0,0,0,5,131,2,0,0,0,0,0,69,103272,23,1887,55
풍기토종인삼시장,경상북도 영주시 풍기읍 인삼로 40,128.5225507,36.8704393,50,21,32,0,0,0,0,0,0,0,0,0,5,131,3,0,0,0,0,0,50,103272,23,1887,55
풍납시장,서울특별시송파구바람드리길34(풍납동),127.1194968,37.5375649,152,12,54,2,3,0,0,0,1,2,1,0,5,172,1,1,1,0,0,2,161,668498,12,1488,449
풍물시장,경상북도 상주시 풍물시장길16,128.1606319,36.4128516,61,9,18,0,0,1,1,0,0,0,0,0,10,379,6,0,0,0,1,1,58,97483,14,849,115
하단시장,부산광역시 사하구 승학로2번길 1,128.9696089,35.1061018,40,8,15,2,2,0,0,0,2,9,7,0,2,191,5,1,1,0,1,1,40,312840,30,2312,135
하단오일상설장시장,부산광역시 사하구 제석로17번길 1,128.9707982,35.1037126,109,5,16,2,2,0,0,0,2,9,7,0,3,220,2,1,1,0,1,1,109,312840,30,2312,135
하대원공설시장,경기도 성남시 중원구 마지로 118,127.1422556,37.4274426,100,10,51,0,0,1,1,0,0,0,0,0,1,15,0,0,0,0,1,1,21,242157,2,84,2883
하동공설시장,경상남도 하동군 하동읍 시장 1길 12-2,127.748385,35.069784,140,3,7,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,1,164,44911,21,1212,37
하양공설시장,경상북도 경산시 하양읍 대학로 1543,128.8192781,35.9156282,109,37,73,0,0,0,0,0,0,0,0,0,6,370,3,0,0,0,0,0,109,262988,10,1377,191
학성새벽시장,울산광역시 중구 새벽시장3길 20,129.3329392,35.5564362,173,19,73,0,0,0,1,1,0,0,0,0,3,142,1,1,1,2,2,3,197,218096,36,4106,53
학익시장,인천광역시 미추홀구 학익동 270-3,126.6650011,37.4431361,51,39,100,0,0,0,0,0,3,3,0,2,13,290,6,1,1,0,1,3,55,402392,20,2973,135
학장반도보라상가,부산광역시 사상구 대동로98,128.9793606,35.137293,110,6,21,0,0,0,1,1,1,5,4,0,0,0,0,1,1,0,0,1,138,213178,33,11709,18
한라종합시장,경상북도 포항시 북구 대안길 57,129.3513049,36.0412195,40,13,33,0,0,0,0,0,0,0,0,0,2,108,3,0,0,0,2,3,63,272566,21,2289,119
한라프라자,경상남도 거제시 거제중앙로 1906(고현동),128.6235352,34.8881887,54,25,54,0,0,1,1,0,1,2,1,0,18,624,12,1,1,0,0,0,51,245956,10,731,336
한림매일시장,제주특별자치도 제주시 한림읍 한림로 681,126.2647962,33.4156897,64,9,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,492072,20,64,7689
한민시장,대전광역시 서구 도솔로 308번길 27,127.3839975,36.3346393,240,38,104,0,1,0,1,1,0,7,7,0,0,0,0,0,0,0,0,3,240,478872,8,3048,157
한일상가,서울특별시종로구청계천로229(종로5가),127.0030254,37.5701397,260,31,91,1,8,0,0,0,1,3,2,1,3,94,0,0,0,0,2,6,325,149549,36,20299,7
함양토종약초시장,경상남도 함양군 안의면 약초시장길 27,127.8137115,35.6259182,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,39076,5,203,192
함열시장,전라북도 익산시 함열읍 와리2길 8,126.958479,36.0807396,32,18,29,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,34,282582,23,1879,150
함창시장,경상북도 상주시 함창읍 함창시장 1길45-14,128.1795314,36.567531,50,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,97483,14,849,115
합덕전통시장,충청남도 당진시 합덕읍 버그내2길 128-42,126.771979,36.806139,38,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,166145,6,580,286
합성대로상가,경상남도 합천군 초계중앙로 61,128.2668928,35.5595069,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,191730,15,1051,182
합성동상가,경상남도 창원시 마산회원구 3·15대로 지하758,128.582807,35.2386985,100,20,60,0,0,1,1,0,0,1,1,0,4,199,2,0,0,0,1,1,78,191730,15,1051,182
합성옛길시장,경상남도 창원시 마산 회원구 합성옛길 77,128.6817216,35.2279599,60,19,51,0,0,0,0,0,2,2,0,0,7,73,1,4,1,0,1,1,63,191730,15,1051,182
합정시장,경상남도 창원시 의창구 의안로49번길 30,128.6206912,35.2661834,10,12,44,0,0,0,0,0,0,0,0,0,3,131,13,0,0,0,0,0,30,262743,18,1587,166
합천시장,경상남도 합천군 합천읍 옥산로 53,128.1611689,35.56851,87,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,1,159,44088,6,461,96
항동시장,전라남도 목포시 수강로12번길 2,126.3856234,34.7859848,125,24,61,0,0,0,0,0,0,0,0,0,5,384,3,0,0,2,0,1,105,224973,14,2106,107
해남매일시장,전라남도 해남군 해남읍 천변2길 15,126.598812,34.5704204,33,0,0,0,0,1,1,0,0,0,0,0,19,503,15,0,0,0,1,1,33,68966,20,1418,49
해도5(형산)시장,경상북도 포항시 남구 문예로 70번길23,129.3667119,36.012593,39,19,40,0,0,1,1,0,0,0,0,0,15,451,12,0,0,0,2,3,40,230573,13,828,278
해미시장,충청남도 서산시 해미면 읍성마을2길 16,126.5456034,36.7112036,47,12,19,0,0,0,0,0,1,1,0,0,5,196,4,0,0,0,0,0,44,175487,7,725,242
해미종합시장,"충청남도 서산시 해미면 남문1로 47, 48(2동)",126.5464857,36.7113045,51,12,16,0,0,0,0,0,1,1,0,0,5,196,4,0,0,0,0,0,48,175487,7,725,242
해안로건어물상가시장,전라남도 여수시 교동남2길 14,127.7345271,34.7395445,40,37,97,0,0,0,1,1,5,5,0,0,5,292,7,0,0,0,1,1,33,280549,30,3164,89
해운대시장,부산광역시 해운대구 구남로41번길 22-1,129.162316,35.1614017,109,0,0,2,4,0,0,0,4,4,0,0,11,355,3,2,1,1,1,2,103,402518,23,1980,203
현대시장,경기도 성남시 수정구 수정북로18,127.1319786,37.4417036,50,48,127,1,3,1,1,0,0,0,0,0,5,964,19,0,0,0,0,1,63,242157,2,84,2883
현대시장,서울특별시 금천구 독산로 27길 52,126.904883,37.4577304,230,20,103,0,1,0,0,0,0,0,0,0,1,124,1,2,1,1,1,5,240,232003,9,1370,169
현대시장,인천광역시 동구 송림로109번길 21,126.6461202,37.4774846,269,38,102,0,0,0,0,0,0,0,0,1,3,181,1,2,1,0,1,2,334,62747,9,10525,6
현대시장(분당),경기도 성남시 분당구 중앙공원로40번길 8,127.1301868,37.3797238,106,26,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,105,482614,15,1322,365
현대시장(현대상가시장),충청남도 보령시 대흥로 16,126.5969439,36.3488806,54,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,53,100249,12,1425,70
현대유통쇼핑센타,경상북도 구미시 구미중앙로 61-6,128.33005,36.1300285,90,22,85,0,0,0,1,1,0,0,0,0,4,129,1,0,0,0,1,1,210,416279,33,5256,79
현대종합상가시장,부산광역시 수영구 수영로741번길 12,129.1216199,35.1688431,24,0,8,2,8,0,0,0,2,6,4,0,0,0,0,3,1,0,1,3,24,176885,38,2851,62
현대프라자시장,경기도 성남시 분당구 수내동 79-2,127.1236606,37.3699891,159,38,113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,88,482614,15,1322,365
현풍백년도깨비시장,대구광역시 달성군 현풍읍 현풍로 6길 5,128.4407851,35.6947054,65,22,58,0,0,0,0,0,0,0,0,0,2,60,1,0,0,0,0,0,64,258945,10,413,627
형곡시장프라자,경상북도 구미시 형곡서로 121,128.3343325,36.1128921,107,20,59,0,0,1,1,0,0,0,0,0,4,121,1,0,0,0,1,1,129,416279,33,5256,79
형곡중앙시장,경상북도 구미시 형곡로 186,128.3365149,36.1063246,77,24,39,0,0,0,1,1,0,0,0,0,1,29,0,0,0,1,1,1,79,416279,33,5256,79
호계공설시장,울산광역시 북구 호계3길 17-11,129.3557446,35.6236256,51,8,22,0,0,0,0,0,0,0,0,0,20,977,19,3,1,0,0,1,50,218882,4,200,1094
홍산시장,충청남도 부여군 홍산면 홍산시장로 45-3,126.7579446,36.2139318,67,4,10,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,145,65431,13,980,67
홍성상설장시장,충청남도 홍성군 홍성읍 아문길 60,126.6641656,36.5997433,96,0,0,0,0,1,1,0,0,0,0,0,8,652,7,1,1,0,1,1,92,99890,9,1020,98
홍성전통시장,충청남도 홍성군 홍성읍 홍성천길 242,126.6683384,36.6021059,220,0,0,0,0,1,1,0,0,0,0,0,8,551,3,1,1,0,1,1,139,99890,9,1020,98
홍천중앙시장,강원도 홍천군 홍천읍 홍천로 8길 17,127.8863054,37.6911355,107,7,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,69192,2,210,329
화개장터,경상남도 하동군 화개면 탑리 726-10,127.6241706,35.1885516,65,2,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,115,44911,21,1212,37
화곡본동시장,서울특별시 강서구 까치산로 35,126.8441286,37.5428854,51,29,93,1,2,0,0,0,1,5,4,1,5,399,8,0,0,2,0,1,50,581909,15,1368,425
화곡중앙골목시장,서울특별시 강서구 월정로 30길 66,126.8395,37.5348839,56,15,83,0,3,0,0,0,0,5,5,0,5,736,13,0,0,1,1,1,69,581909,15,1368,425
화봉시장(화봉종합시장),울산광역시 북구 상방로 94,129.3657276,35.5887952,46,9,45,0,0,0,0,0,0,0,0,0,17,599,13,1,1,2,1,2,50,218882,4,200,1094
화서시장,경기도 수원시 팔달구 동말로 72(화서동),127.0020696,37.2785308,202,28,80,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,3,200,174709,13,2049,85
화양제일골목시장,서울특별시 광진구 아차산로29길 59,127.0693079,37.5434963,36,21,70,2,3,0,0,0,0,2,2,2,0,0,0,1,1,1,2,3,33,347285,12,871,399
화원시장,대구광역시 달성군 화원읍 천내리 892-1,128.4993149,35.8011414,31,24,75,1,2,0,0,0,0,0,0,0,3,69,2,0,0,0,0,0,33,258945,10,413,627
