시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
동평화시장,서울특별시 중구 청계천로 318,127.0137456,37.5692746,1280,20,76,4,9,0,0,0,0,3,3,0,3,162,0,1,1,0,2,6,1256,125505,62,21039,6
동해남부재래시장,강원도 동해시 청운1길 29,129.105372,37.487045,208,7,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,176,90560,9,1301,70
동화상가,서울특별시 중구 을지로6가 17-415,127.0069172,37.5686137,1156,27,88,5,10,0,0,0,0,3,3,0,5,143,0,1,1,0,3,6,696,125505,62,21039,6
두류신시장,대구광역시 달서구 당산동길 9,128.545136,35.845549,82,26,114,0,2,1,1,0,0,1,1,0,7,169,2,1,1,1,2,4,73,560354,70,5484,102
두류종합시장,대구광역시 달서구 당산동길 9,128.545136,35.845549,110,26,114,0,2,1,1,0,0,1,1,0,7,169,2,1,1,1,2,4,138,560354,70,5484,102
두암시장,광주광역시 북구 서방로135번길 58,126.9288224,35.172121,37,17,40,0,0,0,0,0,0,0,0,2,3,48,1,2,1,0,0,3,35,431256,13,1281,337
두호1시장,경상북도 포항시 북구 창흥로 11,129.3693478,36.0616978,43,11,43,0,0,0,0,0,0,0,0,0,3,76,2,0,0,2,1,1,146,272566,21,2289,119
둔촌역전통시장,서울특별시 강동구 양재대로91길20,127.134984,37.5280651,87,20,72,1,3,0,0,0,0,2,2,1,0,0,0,1,1,0,0,1,111,458604,13,1246,368
둔포전통시장(둔포시장),충청남도 아산시 둔포면 둔포면로 25번길 15,127.0361036,36.9294256,135,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,315279,5,1204,262
등마루시장,서울특별시 강서구 화곡로68길 120,126.8602703,37.5566568,60,37,118,0,0,0,0,0,5,5,0,0,0,0,0,2,1,0,0,2,60,581909,15,1368,425
뚝도시장,서울특별시 성동구 성수이로 32-15,127.0548385,37.5378039,130,30,64,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,130,294272,8,3240,91
롯데종합상가,경상남도 창원시 의창구 용지로225,128.6854196,35.2339964,68,9,72,0,0,0,0,0,2,2,0,0,2,90,1,4,1,0,1,1,66,262743,18,1587,166
르네시떼시장,부산광역시 사상구 광장로7,128.9777082,35.1642761,2620,4,20,2,6,1,1,0,0,1,1,0,1,33,0,2,1,0,0,0,2620,213178,33,11709,18
마로관기시장(관기재래시장),충청북도 보은군 마로면 관기3길 6-7,127.8176631,36.4351984,40,14,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,32456,10,352,92
마산수산시장,경상남도 창원시 마산합포구 수산2길 194,128.5789853,35.201831,240,15,44,0,0,0,0,0,1,1,0,0,1,71,0,3,1,0,1,1,128,174933,20,4773,37
마산어시장,경상남도 창원시 마산합포구 복요리로 7,128.5789992,35.203787,684,19,52,0,0,0,0,0,1,1,0,0,1,5,0,3,1,0,1,1,1179,174933,20,4773,37
마산역번개시장,경상남도 창원시 마산회원구 석전동17길 43,128.5782874,35.2366019,79,18,50,0,0,1,1,0,0,1,1,0,2,144,2,1,1,0,1,1,109,191730,15,1051,182
마장축산물시장,서울특별시 성동구 마장로35길 68,127.0412916,37.5706909,843,19,90,1,3,0,0,0,0,1,1,0,0,0,0,3,1,0,3,4,1200,294272,8,3240,91
마천시장,"서울특별시송파구마천로45길 23, 113호",127.1504732,37.4980733,65,14,44,1,2,0,0,0,0,2,2,0,2,187,3,0,0,0,0,0,173,668498,12,1488,449
마천중앙시장,서울특별시송파구마천동 146-7,127.1060664,37.5147395,137,15,63,2,6,0,0,0,0,0,0,0,2,375,3,3,1,0,0,1,153,668498,12,1488,449
마포농수산물시장,서울특별시 마포구 월드컵로 235,126.8986553,37.564716,150,18,72,1,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,3,143,372320,16,994,375
마포시장,서울특별시 마포구 공덕동 256-5,126.953317,37.5452012,70,49,143,3,7,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,70,372320,16,994,375
만덕2동제일상가시장,부산광역시 북구 함박봉로140번길 109,129.0361135,35.2022077,47,0,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,1,47,284872,11,2536,112
만덕시장,부산광역시 북구 만덕1로24번길 8,129.035369,35.2144909,47,3,13,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,1,2,47,284872,11,2536,112
만리시장,서울특별시용산구효창원로270(서계동),126.9635981,37.5513109,36,15,125,0,7,0,0,0,0,0,0,1,2,198,6,3,1,2,3,6,38,230151,13,960,240
만물의거리시장,부산광역시 중구 국제시장 2길24-1,129.0285527,35.1014877,77,6,15,1,4,0,0,0,23,30,7,0,7,525,7,1,1,0,1,2,78,41501,30,6993,6
만수시장,인천광역시 남동구 만수로 39,126.7327635,37.460317,54,32,74,0,1,0,0,0,0,2,2,0,7,192,4,0,0,1,0,4,57,526337,8,1284,410
말바우시장,광주광역시 북구 서방로 우산동 190-2,126.9221464,35.1714037,173,13,51,0,0,0,0,0,0,0,0,2,1,14,0,4,1,0,1,3,511,431256,13,1281,337
망미삼성상가시장,부산광역시 수영구 망미로30번길 23,129.1014673,35.1689559,22,0,0,0,2,0,0,0,1,7,6,0,1,171,8,1,1,0,1,5,25,176885,38,2851,62
망미새상가시장,부산광역시 수영구 연수로275번길 9,129.1007615,35.1736044,32,0,0,1,2,0,0,0,2,7,5,0,0,0,0,1,1,1,1,3,53,176885,38,2851,62
망미종합시장,부산광역시 수영구 연수로310번길 16,129.1036034,35.171875,12,0,0,1,2,0,0,0,2,8,6,0,0,0,0,2,1,0,1,3,143,176885,38,2851,62
망미중앙시장,부산광역시 수영구 망미동 420-25,129.1093402,35.1723544,104,0,0,1,4,0,0,0,2,9,7,0,0,0,0,3,1,0,1,3,124,176885,38,2851,62
망원동월드컵시장,서울특별시마포구망원로7길30(망원동),126.9052721,37.5588577,52,34,109,0,2,0,0,0,0,1,1,0,1,10,0,2,1,0,0,3,52,372320,16,994,375
망원시장,서울특별시 마포구 포은로 6길27,126.9064567,37.5560214,78,36,110,1,4,0,0,0,0,1,1,0,1,10,0,1,1,0,0,3,79,372320,16,994,375
매산시장,경기도 수원시 팔달구 권선로 477(매산로2가),127.0047627,37.2649741,104,39,114,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,103,174709,13,2049,85
매일시장,전라북도 익산시 중앙로 3길 13,126.9496731,35.940372,57,15,46,0,0,1,1,0,0,0,0,0,4,174,3,1,1,0,1,2,57,282582,23,1879,150
매화시장,경상북도 울진군 매화면 매화2길 33,129.3805517,36.9103283,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48743,14,666,73
면목골목시장,서울특별시 중랑구 사가정로50길 84,127.0844516,37.577494,111,25,66,1,2,0,1,1,2,5,3,0,0,0,0,1,1,1,0,4,96,395194,23,2040,194
면목시장,서울특별시 중랑구 면목로39길 11,127.0863058,37.5795537,35,28,70,1,2,1,1,0,1,5,4,0,0,0,0,1,1,0,0,3,33,395194,23,2040,194
명곡종합상가,경상남도 창원시 의창구 명서로116번길 20,128.6462138,35.2484453,53,19,38,0,0,1,1,0,1,2,1,0,0,0,0,2,1,0,0,1,129,262743,18,1587,166
명덕시장,대구광역시 남구 대명로 57길 10-46,128.588271,35.8448048,42,12,59,1,3,0,1,1,0,1,1,2,2,51,1,0,0,0,3,7,43,146658,47,4097,36
명산시장,전라북도 군산시 월명로 470,126.7095342,35.9837147,72,17,56,0,0,1,1,0,0,2,2,1,17,687,10,0,0,0,1,1,72,267911,14,1567,171
명서시장,경상남도 창원시 의창구 원이대로 189번길 21,128.6447645,35.2485883,152,18,35,0,0,1,1,0,1,2,1,0,0,0,0,2,1,2,0,1,185,262743,18,1587,166
명일전통시장,서울특별시 강동구 양재대로138길 20,127.1449665,37.5495378,68,27,82,2,2,0,0,0,0,2,2,0,1,243,4,2,1,1,1,1,90,458604,13,1246,368
명장시장,부산광역시 동래구 명장로64번길 12,129.1074642,35.2040009,46,0,6,0,1,0,0,0,6,13,7,0,0,0,0,1,1,0,1,3,46,271187,28,2517,108
명지시장,부산광역시 강서구 신포길 17번길 27,128.931598,35.1125384,120,1,4,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,1,120,137229,4,244,562
명품프라자상가,대구광역시 중구 큰장로 28길 27,128.5808819,35.8698704,213,37,134,1,6,0,1,1,2,7,5,0,17,2090,10,0,0,0,3,6,204,76727,40,9744,8
모라전통시장,부산광역시 사상구 사상로 483,128.9874415,35.1876243,88,17,39,2,4,0,1,1,0,0,0,0,1,41,0,0,0,0,0,1,93,213178,33,11709,18
모란가축시장,경기도 성남시 중원구 성남대로 1127,127.1288896,37.4303364,110,39,85,2,2,1,1,0,0,0,0,0,5,104,1,0,0,0,0,1,54,215975,14,1503,144
모란전통기름시장,경기도 성남시 중원구 둔촌대로 83번길 7,127.1280582,37.430907,86,41,87,2,3,1,1,0,0,0,0,0,5,104,1,0,0,0,0,1,82,215975,14,1503,144
모란종합시장,경기도 성남시 중원구 둔촌대로 79,127.1279415,37.4302483,89,39,80,2,2,1,1,0,0,0,0,0,5,104,1,0,0,1,0,1,31,215975,14,1503,144
모래내시장(전주),전라북도 전주시 덕진구 모래내4길 8-3,127.1437042,35.8334238,220,9,41,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4,4,224,317772,7,1369,232
모슬포중앙시장,제주특별자치도 서귀포시 대정읍 하모리 824-2,126.2545459,33.2220473,81,18,26,0,0,0,0,0,0,0,0,0,7,86,1,0,0,0,0,0,54,181929,8,1259,145
목2동시장,서울특별시 양천구 목동중앙북로 16길3,126.8738981,37.5460563,96,21,85,0,0,0,0,0,1,5,4,0,1,79,1,0,0,0,0,2,79,455058,21,1359,335
목도재래시장,충청북도 괴산군 불정면 목도리 308-9,127.854914,36.8713372,80,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,37671,8,424,89
목동깨비시장 (목3동시장),서울특별시 양천구 목동중앙북로6길 5(목동),126.8652317,37.5481719,105,12,75,0,0,0,0,0,2,5,3,1,3,230,2,1,1,1,0,2,105,455058,21,1359,335
목련시장,대구광역시 동구 반야월로30길 61-1,128.7046516,35.8699743,64,14,74,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,342432,46,2991,114
목사랑시장 (목4동시장),서울특별시양천구목동중앙남로7길8(목동),126.8662067,37.5375941,86,18,71,0,0,0,0,0,0,5,5,0,2,56,1,2,1,0,1,4,91,455058,21,1359,335
목포종합수산시장,전라남도 목포시 광동1가 4-13,126.3898822,34.7877809,135,17,73,0,0,0,0,0,0,0,0,0,2,307,2,0,0,0,1,1,120,224973,14,2106,107
목행시장,충청북도 충주시 목행동 607-3,127.9176757,37.0128988,104,9,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,210313,21,3285,64
못골골목시장,부산광역시 남구 못골로 66-1,129.0896315,35.1358559,147,0,0,4,4,0,0,0,1,5,4,2,7,80,1,0,0,0,3,3,147,268249,23,2012,133
못골종합시장,경기도 수원시 팔달구 수원천로258번길 10-12(지동),127.0208094,37.2760201,88,16,69,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,3,87,174709,13,2049,85
무극시장,충청북도 음성군 금왕읍 무극리 77-17,127.5959797,36.9926487,180,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,93310,10,1024,91
무등시장,광주광역시 남구 군분로27,126.8944878,35.1361628,65,19,51,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,6,62,214752,4,250,859
무안전통시장,전라남도 무안군 무안읍 승달로 11,126.4726165,34.9931964,63,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,104868,6,421,249
무학시장,충청북도 충주시 무학1길 19,127.927264,36.9745517,164,26,84,0,0,1,1,0,1,1,0,0,1,90,1,2,1,0,1,1,181,210313,21,3285,64
묵호시장,강원도 동해시 일출로 59-1,129.114178,37.5523055,128,12,39,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,45,90560,9,1301,70
문경전통시장,경상북도 문경시 문경읍 문희로 41-15,128.1074115,36.7355859,80,0,0,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,50,71213,11,775,92
문경중앙시장,경상북도 문경시 흥덕동 794-1,128.2041995,36.6011971,139,6,14,0,0,0,0,0,0,0,0,0,5,207,1,0,0,1,1,1,141,71213,11,775,92
문막시장,강원도 원주시 문막읍 문막시장1길 52-10,127.8153448,37.306022,79,9,21,0,0,0,0,0,0,0,0,0,1,185,2,0,0,0,0,0,79,353928,8,1329,266
문산자유시장,경기도 파주시 문산읍 문향로 57,126.7841836,37.8570212,116,41,81,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,145,464453,7,818,568
문창전통시장,대전광역시 중구 보문로 20번길 22,127.4381813,36.3154934,170,38,117,0,0,0,0,0,3,5,2,0,4,144,1,0,0,0,1,1,269,236492,21,2660,89
문화의거리 행복상점가,경상북도 문경시 점촌동 249-15,128.1992699,36.5966903,150,8,16,0,0,0,0,0,0,0,0,0,12,853,6,2,1,0,1,1,40,71213,11,775,92
미금현대벤처빌시장,경기도 성남시 분당구 돌마로90번길 8,127.1117455,37.3492656,131,38,89,1,1,0,0,0,0,0,0,0,1,82,1,2,1,1,1,1,150,482614,15,1322,365
미나리광시장,경기도 수원시 팔달구 수원천로 266-4(지동),127.0196317,37.2772808,60,19,68,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,2,3,61,174709,13,2049,85
미래그린시장,"경기도 성남시 분당구 불정로386번길 10(서현동, 효자촌미래타운아파트)",127.1379508,37.3732118,118,35,100,0,0,0,0,0,0,0,0,0,1,202,2,0,0,1,0,1,60,482614,15,1322,365
미래타운제2종합시장,경기도 성남시 분당구 불정로376번길 31,127.138966,37.3723091,68,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,61,482614,15,1322,365
미로예술원주중앙시장(원주중앙시장),강원도 원주시 중앙시장길 6,127.950092,37.3604654,373,6,40,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,320,353928,8,1329,266
민락골목시장,부산광역시 수영구 광안해변로 277번길39,129.1236497,35.1576021,85,0,0,0,2,0,0,0,3,4,1,0,2,154,2,1,1,0,1,4,78,176885,38,2851,62
민락씨랜드시장,부산광역시 수영구 광안해변로 282,129.1245798,35.1557997,56,0,0,0,0,0,0,0,3,4,1,0,2,154,3,1,1,0,1,4,47,176885,38,2851,62
민락어패류시장,부산광역시 수영구 광안해변로 282,129.1245798,35.1557997,105,0,0,0,0,0,0,0,3,4,1,0,2,154,1,1,1,0,1,4,105,176885,38,2851,62
민락회타운시장,부산광역시 수영구 광안해변로 282,129.1245798,35.1557997,56,0,0,0,0,0,0,0,3,4,1,0,2,154,3,1,1,0,1,4,63,176885,38,2851,62
민속풍물시장,강원도 원주시 풍물시장길 30,127.9533162,37.3494642,99,18,48,0,0,0,1,1,0,0,0,0,5,555,6,0,0,0,1,2,105,353928,8,1329,266
밀양아리랑시장,경상남도 밀양시 내일동 583-1,128.7525621,35.4930156,110,21,61,0,0,1,1,0,3,4,1,0,0,0,0,1,1,1,1,1,218,104868,6,421,249
박달시장,경기도 안양시 만안구 양화로 132-3,126.9096207,37.4046483,123,34,129,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,1,2,167,239947,2,1605,149
박달재전통시장,충청북도 제천시 백운면 평동로 14,128.0217807,37.1385546,48,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,133115,16,2552,52
반구시장,울산광역시중구반구정14길25(반구동),129.3442275,35.5580593,93,15,52,0,0,0,1,1,0,0,0,0,1,106,1,1,1,2,2,3,153,218096,36,4106,53
반송2동시장,부산광역시 해운대구 윗반송로51번길 86,129.1562018,35.2311092,154,0,0,1,2,0,0,0,0,1,1,2,2,321,2,0,0,0,0,0,156,402518,23,1980,203
반송골목시장,부산광역시 해운대구 반송동 250-371,129.1502832,35.2242881,73,0,0,1,2,0,0,0,0,2,2,2,8,222,3,0,0,1,0,0,66,402518,23,1980,203
반송시장,경상남도 창원시 성산구 반림동 17-13,128.6710697,35.2351315,132,12,38,0,0,0,1,1,2,2,0,2,1,231,2,3,1,0,1,1,205,215143,19,2837,76
반송시장,부산광역시 해운대구 윗반송로35번길 76,129.1550623,35.2313183,22,0,0,1,2,0,0,0,0,1,1,2,2,321,15,0,0,0,0,0,22,402518,23,1980,203
반야월종합시장,대구광역시 동구 반야월로30길 61-1,128.7046516,35.8699743,91,14,74,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,342432,46,2991,114
반여2동상가시장,부산광역시 해운대구 해운대로61번길 95-83,129.1290429,35.1960137,85,0,0,0,0,0,0,0,0,7,7,0,4,621,7,1,1,0,1,3,85,402518,23,1980,203
반여3동골목시장,부산광역시 해운대구 재반로256번길 8,129.1320511,35.1999337,60,0,0,0,0,0,0,0,0,6,6,0,4,249,4,0,0,1,0,3,60,402518,23,1980,203
반여시장,부산광역시 해운대구 재반로226번길 48,129.1334258,35.1977034,145,0,0,0,0,0,0,0,0,7,7,0,3,245,2,0,0,1,0,3,143,402518,23,1980,203
발안시장,경기도 화성시 향남읍 평2길 7,126.9094564,37.1314587,219,22,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,432,853106,6,2289,373
방산종합시장,서울특별시 중구 동호로37길 20(주교동),127.0008143,37.5687244,1560,28,94,3,14,0,0,0,1,3,2,0,4,167,0,0,0,0,2,6,1570,125505,62,21039,6
방신전통시장,서울특별시 강서구 방화동로16길32,126.8126578,37.571514,123,26,113,0,2,0,0,0,4,6,2,0,0,0,0,2,1,0,0,0,123,581909,15,1368,425
방이시장,서울특별시 송파구 가락로 243,127.1178756,37.5099626,138,15,55,1,4,0,0,0,0,0,0,0,1,61,0,2,1,0,0,0,138,668498,12,1488,449
방천시장,대구광역시 중구 달구벌대로446길 2,128.6059164,35.8622298,65,20,129,1,4,0,1,1,0,5,5,0,11,427,7,0,0,0,3,7,65,76727,40,9744,8
방촌시장,대구광역시 동구 동촌로46길 2,128.6644166,35.8813168,98,24,68,0,2,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,72,342432,46,2991,114
방학동도깨비시장,서울특별시 도봉구 방학동 633-15,127.0361912,37.6659516,91,30,94,0,1,0,0,0,0,0,0,0,6,197,2,1,1,0,1,3,103,326082,11,767,425
백련시장,"서울특별시서대문구가재울로6길53-87(남가좌동, 백련시장아파트)",126.9230758,37.576943,34,22,100,0,0,0,0,0,0,0,0,2,1,29,1,0,0,0,1,5,38,312325,11,1085,288
백운시장,서울특별시 도봉구 삼양로154길 30,127.0148956,37.655495,59,20,58,0,0,0,0,0,0,0,0,1,1,82,1,0,0,0,2,2,57,326082,11,767,425
번개시장,대구광역시 중구 태평로1가 1-152,128.5980848,35.8750407,120,55,161,1,3,0,0,0,5,7,2,0,27,1224,10,3,1,0,3,6,160,76727,40,9744,8
벌교매일시장,전라남도 보성군 벌교읍 시장2길 10-41,127.3459941,34.8430186,84,6,13,0,0,0,0,0,0,0,0,0,8,193,2,0,0,0,0,0,68,40494,16,649,62
범일골목시장,부산광역시 동구 범곡북로28,129.0530041,35.1418044,110,0,8,0,3,0,0,0,4,17,13,0,18,301,3,2,1,0,1,4,74,89031,20,7374,12
범한프라자시장,경기도 성남시 분당구 불정로376번길 37(서현동),127.139448,37.3716278,88,40,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85,482614,15,1322,365
법동시장,대전광역시 대덕구 계족로 608번길 23(법동),127.4315764,36.3662294,70,38,99,0,0,1,1,0,1,6,5,0,1,24,0,3,1,2,1,3,62,176293,10,2446,72
병영5일시장,전라남도 강진군 병영면 남삼인길 6,126.8157315,34.7137493,17,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34670,2,130,267
병영시장,울산광역시 중구 병영로14,129.3463118,35.5705731,65,26,78,0,0,0,0,0,0,0,0,1,5,134,2,3,1,0,2,3,51,218096,36,4106,53
보광시장,서울특별시 용산구 보광로 30,127.0003049,37.5272001,15,13,51,0,2,0,2,2,2,3,1,1,0,0,0,0,0,0,1,4,15,230151,13,960,240
보령중앙시장,충청남도 보령시 대천동 331-7,126.593676,36.350951,117,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,128,100249,12,1425,70
보령한내시장,충청남도 보령시 정화로길 13,126.5958277,36.3496245,205,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,240,100249,12,1425,70
보성매일시장,전라남도 보성군 보성읍 신흥길 9,127.0806135,34.7681675,30,0,0,0,0,1,1,0,0,0,0,0,9,923,31,0,0,0,1,1,40,40494,16,649,62
보성시장,제주특별자치도 제주시 동광로 1길 32,126.5278877,33.503244,62,13,50,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,2,0,492072,20,62,7937
보성은하상가,대구광역시 달서구 월곡로 320,128.5354714,35.8224465,30,24,84,1,3,0,1,1,0,0,0,0,0,0,0,2,1,0,1,3,18,560354,70,5484,102
보수종합시장,부산광역시 중구 보수대로 94,129.0218182,35.1041226,155,5,13,1,3,0,0,0,22,30,8,0,2,34,0,0,0,0,1,1,155,41501,30,6993,6
보은전통시장,충청북도 보은군 보은읍 삼산로 17- 1,127.7201168,36.4842984,49,18,32,0,0,1,1,0,1,2,1,0,4,220,4,0,0,0,1,1,38,32456,10,352,92
보은종합시장,충청북도 보은군 보은읍 삼산로3길 12-1,127.7193071,36.4829086,112,16,32,0,0,1,1,0,1,1,0,0,5,260,2,0,0,0,1,1,65,32456,10,352,92
복대가경시장,충청북도 청주시 흥덕구 복대로 146번길 42,127.4432679,36.6295051,84,24,76,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,87,265311,8,552,481
복이있는덕포시장,부산광역시 사상구 사상로293번길12,128.9822603,35.1713062,190,6,24,2,4,1,1,0,0,0,0,0,1,31,0,2,1,0,0,0,193,213178,33,11709,18
본동인정시장,서울특별시 동작구 매봉로 177,126.9519002,37.5122106,53,29,87,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,4,7,391896,22,1372,286
봉계공설시장,울산광역시 울주군 두동면 계명3길 3,129.1992965,35.7132965,21,10,16,0,0,0,0,0,0,0,0,0,3,34,2,0,0,0,0,0,18,222540,14,720,309
봉곡시장,경상남도 창원시 의창구 봉곡로111번길 16,128.6719692,35.2469529,138,19,49,0,0,0,1,1,2,2,0,0,1,98,1,0,0,0,1,1,151,262743,18,1587,166
봉곡프라자상가,경상남도 창원시 의창구 창이대로205번길 5,128.6595181,35.2453989,90,20,50,0,0,1,1,0,2,2,0,0,0,0,0,2,1,0,1,1,82,262743,18,1587,166
봉덕시장,대구광역시 남구 대봉로 17길5-3,128.6036763,35.8457019,70,64,144,0,0,0,0,0,0,3,3,0,4,185,3,1,1,0,3,6,85,146658,47,4097,36
봉덕신시장,대구광역시 남구 봉덕로 115,128.6032615,35.8450189,251,64,145,0,0,0,0,0,0,3,3,0,5,228,1,1,1,0,3,6,240,146658,47,4097,36
봉동시장,전라북도 완주군 봉동읍 봉동동서로 134-5,127.1674185,35.9386639,33,9,25,0,0,0,0,0,0,0,0,0,2,181,5,0,0,0,0,1,35,91445,6,293,312
봉산시장,전라남도 여수시 봉산1로 12,127.7223426,34.7320799,47,30,75,0,0,0,1,1,3,5,2,0,0,0,0,1,1,0,1,1,47,280549,30,3164,89
봉선시장,광주광역시 남구 봉선동 1000-8,126.9102196,35.1281657,64,18,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,63,214752,4,250,859
봉일시장,서울특별시 관악구 은천로 28,126.9384264,37.485996,36,37,119,1,2,0,0,0,1,2,1,0,0,0,0,0,0,1,1,4,35,496059,29,1559,318
봉일천시장,경기도 파주시 조리읍 봉일천리 168-4,126.8078278,37.7435041,60,35,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,131,464453,7,818,568
봉천제일종합시장,서울특별시 관악구 청룡2길 29,126.9444966,37.4813019,50,24,95,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,48,496059,29,1559,318
봉천중앙시장,서울특별시 관악구 관악로 211,126.9541829,37.4839831,43,22,97,1,1,0,0,0,2,4,2,0,1,10,0,0,0,0,1,1,36,496059,29,1559,318
봉천현대시장,서울특별시 관악구 양녕로 49,126.9466196,37.4863217,45,31,114,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,35,496059,29,1559,318
봉평전통시장(봉평시장),강원도 평창군 봉평면 허생원장터길15,128.3772595,37.615565,57,4,4,0,0,0,0,0,2,2,0,0,5,671,12,0,0,0,0,0,57,41665,4,302,138
봉화상설장시장,경상북도 봉화군 봉화읍 신시장1길 4,128.7357451,36.8898662,136,0,0,0,0,0,1,1,0,0,0,0,20,902,7,0,0,0,0,0,136,31555,5,585,54
봉화춘양시장(춘양시장),경상북도 봉화군 춘양면 의양로 60,128.9130317,36.9363788,140,0,0,0,0,0,0,0,0,0,0,0,3,139,1,0,0,0,0,0,127,31555,5,585,54
부강상가시장,충청북도 단양군 단양읍 별곡7길 4,128.3700796,36.9850725,24,17,21,0,0,1,1,0,0,1,1,0,6,482,20,0,0,0,1,1,23,29239,8,504,58
부강전통시장,세종특별자치시부강면부강5길18,127.2923761,36.5928909,70,30,80,0,0,0,0,0,0,0,0,0,1,10,0,1,1,0,1,1,64,353430,4,477,741
부곡도깨비시장,경기도 의왕시 부곡시장길 18,126.9509855,37.3193313,118,39,98,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,113,163978,1,113,1451
부곡상가시장,부산광역시 금정구 부곡로107,129.0913686,35.2256268,60,15,59,1,2,0,0,0,11,14,3,1,2,263,4,1,1,0,2,2,85,233303,16,1383,169
부곡시장,경상북도 김천시 부곡동 409-1,128.104486,36.1256968,23,9,20,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,25,140547,8,663,212
부림상시장,경상남도 창원시 마산합포구 동서서4길 2-15,128.5724565,35.2057561,65,24,68,0,0,0,0,0,1,1,0,0,3,50,1,3,1,0,1,1,89,174933,20,4773,37
부림시장,경상남도 창원시 마산합포구 3·15대로 352,128.5734916,35.2061388,402,25,66,0,0,0,0,0,1,1,0,0,5,105,0,3,1,0,1,1,478,174933,20,4773,37
부사전통시장,대전광역시 중구 대종로316번길 16,127.4353737,36.3141283,59,25,96,0,0,0,0,0,3,5,2,0,4,144,2,0,0,0,1,1,72,236492,21,2660,89
부산광역시건축자재판매협동조합,부산광역시 사상구 강변대로 570,128.9657972,35.1335168,70,0,16,0,0,0,0,0,0,5,5,0,1,229,3,1,1,0,0,1,70,213178,33,11709,18
부산광역시철강판매협동조합,부산광역시 사상구 엄궁동 643-4,128.9666474,35.1330413,50,3,18,0,0,0,0,0,0,5,5,0,1,229,5,1,1,0,0,1,52,213178,33,11709,18
부산남문시장,부산광역시 동구 범일로65번길 8,129.0588642,35.1358853,192,4,8,1,4,0,0,0,6,21,15,0,12,211,1,1,1,1,1,4,262,89031,20,7374,12
